group,variable,value
A,v40,0
B,v40,2
C,v40,0
D,v40,1
E,v40,0
F,v40,0
G,v40,0
H,v40,0
I,v40,2
J,v40,1
A,v39,1
B,v39,4
C,v39,0
D,v39,1
E,v39,2
F,v39,2
G,v39,0
H,v39,6
I,v39,4
J,v39,4
A,v38,3
B,v38,3
C,v38,4
D,v38,8
E,v38,2
F,v38,7
G,v38,0
H,v38,0
I,v38,2
J,v38,2
A,v37,1
B,v37,6
C,v37,2
D,v37,5
E,v37,4
F,v37,0
G,v37,1
H,v37,3
I,v37,0
J,v37,0
A,v36,0
B,v36,1
C,v36,0
D,v36,0
E,v36,0
F,v36,1
G,v36,3
H,v36,1
I,v36,0
J,v36,0
A,v35,1
B,v35,8
C,v35,1
D,v35,0
E,v35,0
F,v35,1
G,v35,2
H,v35,1
I,v35,1
J,v35,5
A,v34,3
B,v34,0
C,v34,0
D,v34,1
E,v34,1
F,v34,0
G,v34,1
H,v34,0
I,v34,0
J,v34,0
A,v33,2
B,v33,0
C,v33,0
D,v33,1
E,v33,0
F,v33,0
G,v33,0
H,v33,2
I,v33,1
J,v33,0
A,v32,0
B,v32,0
C,v32,3
D,v32,1
E,v32,0
F,v32,1
G,v32,0
H,v32,1
I,v32,1
J,v32,3
A,v31,0
B,v31,2
C,v31,2
D,v31,0
E,v31,0
F,v31,1
G,v31,0
H,v31,0
I,v31,3
J,v31,2
A,v30,0
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,0
G,v30,8
H,v30,10
I,v30,2
J,v30,3
A,v29,1
B,v29,0
C,v29,1
D,v29,1
E,v29,0
F,v29,4
G,v29,0
H,v29,5
I,v29,3
J,v29,4
A,v28,6
B,v28,6
C,v28,2
D,v28,2
E,v28,6
F,v28,1
G,v28,0
H,v28,7
I,v28,2
