group,variable,value
A,v40,3
B,v40,0
C,v40,2
D,v40,3
E,v40,0
F,v40,0
G,v40,3
H,v40,2
I,v40,0
J,v40,0
A,v39,4
B,v39,0
C,v39,1
D,v39,0
E,v39,0
F,v39,1
G,v39,0
H,v39,3
I,v39,6
J,v39,9
A,v38,2
B,v38,1
C,v38,1
D,v38,3
E,v38,1
F,v38,0
G,v38,0
H,v38,3
I,v38,0
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,2
E,v37,1
F,v37,2
G,v37,2
H,v37,1
I,v37,1
J,v37,4
A,v36,5
B,v36,0
C,v36,7
D,v36,3
E,v36,5
F,v36,1
G,v36,0
H,v36,0
I,v36,0
J,v36,0
A,v35,1
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,4
H,v35,0
I,v35,2
J,v35,0
A,v34,1
B,v34,6
C,v34,6
D,v34,4
E,v34,1
F,v34,0
G,v34,0
H,v34,2
I,v34,3
J,v34,0
A,v33,0
B,v33,3
C,v33,3
D,v33,1
E,v33,0
F,v33,0
G,v33,0
H,v33,4
I,v33,1
J,v33,0
A,v32,1
B,v32,1
C,v32,1
D,v32,0
E,v32,0
F,v32,1
G,v32,6
H,v32,1
I,v32,1
J,v32,3
A,v31,3
B,v31,0
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,1
H,v31,1
I,v31,1
J,v31,1
A,v30,1
B,v30,0
C,v30,4
D,v30,0
