group,variable,value
A,v40,0
B,v40,1
C,v40,1
D,v40,1
E,v40,1
F,v40,1
G,v40,2
H,v40,1
I,v40,6
J,v40,3
A,v39,0
B,v39,0
C,v39,0
D,v39,7
E,v39,0
F,v39,4
G,v39,0
H,v39,0
I,v39,3
J,v39,2
A,v38,0
B,v38,1
C,v38,0
D,v38,1
E,v38,0
F,v38,1
G,v38,1
H,v38,0
I,v38,2
J,v38,2
A,v37,0
B,v37,0
C,v37,4
D,v37,2
E,v37,3
F,v37,1
G,v37,3
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,2
E,v36,0
F,v36,0
G,v36,0
H,v36,0
I,v36,0
J,v36,0
A,v35,0
B,v35,1
C,v35,0
D,v35,2
E,v35,0
F,v35,0
G,v35,0
H,v35,5
I,v35,1
J,v35,1
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,1
F,v34,1
G,v34,0
H,v34,0
I,v34,0
J,v34,2
A,v33,1
B,v33,3
C,v33,5
D,v33,7
E,v33,6
F,v33,3
G,v33,8
H,v33,0
I,v33,7
J,v33,7
A,v32,0
B,v32,7
C,v32,2
D,v32,1
E,v32,2
F,v32,1
G,v32,3
H,v32,1
I,v32,4
J,v32,0
A,v31,4
B,v31,4
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,3
H,v31,3
I,v31,0
J,v31,9
A,v30,6
B,v30,3
C,v30,5
D,v30,1
E,v30,0
F,v30,0
G,v30,1
H,v30,0
I,v30,4
J,v30,7
A,v29,9
B,v29,8
C,v29,1
D,v29,0
E,v29,1
F,v29,0
G,v29,1
H,v29,1
I,v29,3
J,v29,2
A,v28,0
B,v28,4
C,v28,4
D,v28,2
E,v28,7
F,v28,11
G,v28,4
H,v28,1
I,v28,3
