group,variable,value
A,v40,0
B,v40,2
C,v40,1
D,v40,0
E,v40,1
F,v40,2
G,v40,2
H,v40,0
I,v40,0
J,v40,2
A,v39,1
B,v39,0
C,v39,0
D,v39,3
E,v39,3
F,v39,2
G,v39,0
H,v39,0
I,v39,1
J,v39,2
A,v38,1
B,v38,2
C,v38,0
D,v38,1
E,v38,1
F,v38,0
G,v38,1
H,v38,0
I,v38,2
J,v38,0
A,v37,0
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,0
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,1
B,v36,2
C,v36,1
D,v36,3
E,v36,1
F,v36,2
G,v36,2
H,v36,1
I,v36,0
J,v36,5
A,v35,2
B,v35,2
C,v35,0
D,v35,0
E,v35,0
F,v35,1
G,v35,0
H,v35,1
I,v35,5
J,v35,6
A,v34,5
B,v34,1
C,v34,0
D,v34,2
E,v34,2
F,v34,0
G,v34,1
H,v34,1
I,v34,0
J,v34,0
A,v33,2
B,v33,0
C,v33,0
D,v33,0
E,v33,2
F,v33,6
G,v33,3
H,v33,2
I,v33,3
J,v33,0
A,v32,5
B,v32,0
C,v32,1
D,v32,3
E,v32,1
F,v32,0
G,v32,0
H,v32,3
I,v32,2
J,v32,1
A,v31,1
B,v31,2
C,v31,0
D,v31,5
E,v31,3
F,v31,5
G,v31,6
H,v31,3
I,v31,1
J,v31,0
A,v30,0
B,v30,0
C,v30,1
D,v30,0
E,v30,1
F,v30,0
G,v30,1
H,v30,0
I,v30,0
J,v30,0
A,v29,0
B,v29,2
C,v29,1
D,v29,5
E,v29,1
F,v29,0
G,v29,3
H,v29,1
I,v29,3
J,v29,0
A,v28,0
B,v28,1
C,v28,0
D,v28,0
E,v28,0
F,v28,0
G,v28,0
H,v28,0
I,v28,1
J,v28,0
A,v27,0
B,v27,0
C,v27,6
D,v27,2
E,v27,2
F,v27,0
G,v27,3
H,v27,5
I,v27,1
J,v27,4
A,v26,0
B,v26,1
C,v26,0
D,v26,0
E,v26,1
F,v26,0
G,v26,1
H,v26,0
I,v26,0
J,v26,0
A,v25,0
B,v25,2
C,v25,3
D,v25,0
E,v25,0
F,v25,0
G,v25,1
H,v25,1
I,v25,0
J,v25,1
A,v24,0
