group,variable,value
A,v40,4
B,v40,1
C,v40,1
D,v40,1
E,v40,0
F,v40,2
G,v40,0
H,v40,2
I,v40,2
J,v40,2
A,v39,1
B,v39,0
C,v39,1
D,v39,0
E,v39,1
F,v39,0
G,v39,2
H,v39,0
I,v39,1
J,v39,1
A,v38,0
B,v38,1
C,v38,0
D,v38,2
E,v38,0
F,v38,2
G,v38,1
H,v38,3
I,v38,4
J,v38,0
A,v37,1
B,v37,1
C,v37,0
D,v37,3
E,v37,0
F,v37,4
G,v37,2
H,v37,0
I,v37,3
J,v37,1
A,v36,2
B,v36,1
C,v36,1
D,v36,0
E,v36,1
F,v36,0
G,v36,0
H,v36,1
I,v36,3
J,v36,1
A,v35,2
B,v35,1
C,v35,0
D,v35,0
E,v35,1
F,v35,0
G,v35,4
H,v35,3
I,v35,5
J,v35,3
A,v34,4
B,v34,4
C,v34,1
D,v34,0
E,v34,0
F,v34,0
G,v34,0
H,v34,0
I,v34,4
J,v34,3
A,v33,6
B,v33,8
C,v33,6
D,v33,2
E,v33,5
F,v33,0
G,v33,1
H,v33,1
I,v33,1
J,v33,0
A,v32,2
B,v32,1
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,1
H,v32,0
I,v32,2
J,v32,1
A,v31,1
B,v31,3
C,v31,3
D,v31,1
E,v31,1
F,v31,1
G,v31,0
H,v31,2
I,v31,2
J,v31,0
A,v30,0
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,0
G,v30,0
H,v30,0
I,v30,0
J,v30,0
A,v29,0
B,v29,0
C,v29,0
D,v29,0
E,v29,0
