group,variable,value
A,v40,4
B,v40,4
C,v40,1
D,v40,2
E,v40,2
F,v40,0
G,v40,7
H,v40,1
I,v40,6
J,v40,0
A,v39,0
B,v39,1
C,v39,2
D,v39,0
E,v39,0
F,v39,1
G,v39,0
H,v39,0
I,v39,3
J,v39,4
A,v38,6
B,v38,2
C,v38,1
D,v38,1
E,v38,3
F,v38,1
G,v38,0
H,v38,0
I,v38,1
J,v38,0
A,v37,1
B,v37,0
C,v37,0
D,v37,0
E,v37,2
F,v37,1
G,v37,0
H,v37,3
I,v37,7
J,v37,4
A,v36,5
B,v36,0
C,v36,0
D,v36,1
E,v36,1
F,v36,1
G,v36,0
H,v36,1
I,v36,1
J,v36,0
A,v35,1
B,v35,0
C,v35,1
D,v35,2
E,v35,6
F,v35,2
G,v35,2
H,v35,0
I,v35,2
J,v35,1
A,v34,0
B,v34,1
C,v34,0
D,v34,1
E,v34,1
F,v34,4
G,v34,2
H,v34,0
I,v34,3
J,v34,0
A,v33,4
B,v33,1
