group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,1
E,v40,1
F,v40,1
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,1
B,v39,0
C,v39,1
D,v39,0
E,v39,1
F,v39,0
G,v39,0
H,v39,0
I,v39,0
J,v39,1
A,v38,0
B,v38,3
C,v38,0
D,v38,8
E,v38,0
F,v38,3
G,v38,4
H,v38,3
I,v38,3
J,v38,0
A,v37,0
B,v37,0
C,v37,2
D,v37,2
E,v37,0
F,v37,2
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,1
B,v36,1
C,v36,0
D,v36,0
E,v36,2
F,v36,4
G,v36,5
H,v36,1
I,v36,0
J,v36,1
A,v35,2
B,v35,4
C,v35,1
D,v35,3
E,v35,2
F,v35,1
G,v35,3
H,v35,2
I,v35,2
J,v35,4
A,v34,2
B,v34,4
C,v34,0
D,v34,1
E,v34,7
F,v34,0
G,v34,3
H,v34,3
I,v34,8
J,v34,4
A,v33,0
B,v33,0
C,v33,0
D,v33,0
E,v33,2
F,v33,1
G,v33,1
H,v33,2
I,v33,1
J,v33,0
A,v32,0
B,v32,1
C,v32,1
D,v32,2
E,v32,4
F,v32,2
G,v32,1
H,v32,3
I,v32,3
J,v32,1
A,v31,1
B,v31,0
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,0
A,v30,3
B,v30,0
C,v30,3
D,v30,2
E,v30,2
F,v30,2
G,v30,1
H,v30,5
I,v30,0
J,v30,0
A,v29,1
B,v29,1
C,v29,3
D,v29,0
E,v29,0
F,v29,0
G,v29,0
H,v29,0
I,v29,0
J,v29,0
A,v28,1
B,v28,0
C,v28,2
D,v28,0
E,v28,0
F,v28,0
G,v28,1
H,v28,0
I,v28,0
J,v28,1
