group,variable,value
A,v40,3
B,v40,1
C,v40,3
D,v40,3
E,v40,2
F,v40,1
G,v40,0
H,v40,1
I,v40,3
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,1
E,v39,0
F,v39,0
G,v39,1
H,v39,0
I,v39,1
J,v39,1
A,v38,0
B,v38,0
C,v38,0
D,v38,1
E,v38,0
F,v38,2
G,v38,0
H,v38,6
I,v38,0
J,v38,3
A,v37,1
B,v37,3
C,v37,1
D,v37,1
E,v37,0
F,v37,2
G,v37,3
H,v37,0
I,v37,0
J,v37,0
A,v36,6
B,v36,1
C,v36,0
D,v36,0
E,v36,1
F,v36,0
G,v36,2
H,v36,0
I,v36,0
J,v36,0
A,v35,1
B,v35,0
C,v35,1
D,v35,0
E,v35,2
F,v35,0
G,v35,0
H,v35,2
I,v35,1
J,v35,0
A,v34,0
B,v34,1
C,v34,0
D,v34,1
E,v34,0
F,v34,2
G,v34,1
H,v34,6
I,v34,3
J,v34,2
A,v33,4
B,v33,5
C,v33,2
D,v33,6
E,v33,3
F,v33,0
G,v33,1
H,v33,5
I,v33,1
J,v33,1
A,v32,0
B,v32,2
C,v32,1
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,1
D,v31,2
E,v31,0
F,v31,0
G,v31,2
H,v31,1
I,v31,0
J,v31,1
A,v30,3
B,v30,0
C,v30,1
D,v30,2
E,v30,5
F,v30,4
G,v30,3
H,v30,3
I,v30,2
J,v30,0
A,v29,1
B,v29,1
C,v29,3
D,v29,0
E,v29,1
F,v29,1
G,v29,0
H,v29,6
I,v29,5
J,v29,2
A,v28,0
B,v28,1
C,v28,2
D,v28,3
E,v28,0
F,v28,1
G,v28,0
H,v28,0
I,v28,0
J,v28,0
A,v27,1
B,v27,0
C,v27,3
D,v27,8
E,v27,5
F,v27,4
G,v27,9
H,v27,9
I,v27,5
J,v27,1
A,v26,3
B,v26,1
C,v26,1
D,v26,3
E,v26,2
F,v26,0
G,v26,3
H,v26,3
I,v26,1
J,v26,0
A,v25,1
B,v25,0
C,v25,0
D,v25,0
E,v25,0
F,v25,1
G,v25,2
H,v25,0
I,v25,0
J,v25,0
A,v24,0
B,v24,0
C,v24,0
D,v24,0
E,v24,0
F,v24,0
G,v24,4
H,v24,3
I,v24,1
J,v24,0
A,v23,1
B,v23,0
C,v23,0
D,v23,0
E,v23,2
F,v23,1
G,v23,2
H,v23,0
I,v23,0
J,v23,2
A,v22,3
B,v22,3
C,v22,0
D,v22,0
