group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,2
E,v40,1
F,v40,2
G,v40,1
H,v40,0
I,v40,1
J,v40,1
A,v39,2
B,v39,1
C,v39,1
D,v39,1
E,v39,0
F,v39,1
G,v39,1
H,v39,1
I,v39,2
J,v39,2
A,v38,8
B,v38,3
C,v38,10
D,v38,2
E,v38,1
F,v38,3
G,v38,3
H,v38,3
I,v38,1
J,v38,4
A,v37,5
B,v37,6
C,v37,6
D,v37,2
E,v37,2
F,v37,11
G,v37,2
H,v37,3
I,v37,4
J,v37,7
A,v36,7
B,v36,5
C,v36,9
D,v36,2
E,v36,3
F,v36,0
G,v36,0
H,v36,1
I,v36,1
J,v36,1
A,v35,4
B,v35,2
C,v35,1
D,v35,0
E,v35,1
F,v35,0
G,v35,1
H,v35,0
I,v35,0
J,v35,0
A,v34,2
B,v34,2
C,v34,1
D,v34,4
E,v34,10
F,v34,6
G,v34,5
H,v34,5
I,v34,3
J,v34,1
A,v33,0
B,v33,1
C,v33,1
D,v33,3
E,v33,6
F,v33,6
G,v33,6
H,v33,1
I,v33,3
J,v33,1
A,v32,1
B,v32,1
C,v32,2
D,v32,1
E,v32,1
F,v32,1
G,v32,2
H,v32,2
I,v32,2
J,v32,0
A,v31,1
B,v31,3
C,v31,4
D,v31,0
E,v31,12
F,v31,9
G,v31,2
H,v31,1
I,v31,0
J,v31,0
A,v30,0
B,v30,0
C,v30,4
D,v30,1
E,v30,1
F,v30,7
G,v30,1
H,v30,3
I,v30,3
J,v30,2
A,v29,9
B,v29,6
C,v29,3
D,v29,5
E,v29,3
F,v29,7
G,v29,4
H,v29,2
I,v29,5
J,v29,8
A,v28,2
B,v28,8
C,v28,10
