group,variable,value
A,v40,0
B,v40,1
C,v40,2
D,v40,2
E,v40,4
F,v40,2
G,v40,0
H,v40,1
I,v40,6
J,v40,1
A,v39,3
B,v39,2
C,v39,3
D,v39,5
E,v39,5
F,v39,1
G,v39,0
H,v39,0
I,v39,0
J,v39,0
A,v38,1
B,v38,0
C,v38,0
D,v38,1
E,v38,1
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,2
A,v37,0
B,v37,2
C,v37,3
D,v37,4
E,v37,2
F,v37,1
G,v37,0
H,v37,1
I,v37,3
J,v37,2
A,v36,0
B,v36,4
C,v36,1
D,v36,2
E,v36,0
F,v36,0
G,v36,0
H,v36,1
I,v36,1
J,v36,0
A,v35,1
B,v35,3
C,v35,0
D,v35,4
E,v35,2
F,v35,1
G,v35,2
H,v35,0
I,v35,1
J,v35,3
A,v34,4
B,v34,1
C,v34,1
D,v34,1
E,v34,3
F,v34,2
G,v34,1
H,v34,1
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,1
D,v33,1
E,v33,0
F,v33,2
G,v33,5
H,v33,3
I,v33,1
J,v33,1
A,v32,0
B,v32,4
C,v32,3
D,v32,0
E,v32,1
F,v32,0
G,v32,0
H,v32,0
I,v32,2
J,v32,2
A,v31,1
B,v31,0
C,v31,4
D,v31,7
E,v31,4
F,v31,1
G,v31,1
H,v31,0
I,v31,2
J,v31,0
A,v30,1
B,v30,0
C,v30,0
D,v30,0
E,v30,0
F,v30,0
G,v30,1
H,v30,1
I,v30,2
J,v30,0
