group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,5
E,v40,5
F,v40,2
G,v40,3
H,v40,1
I,v40,1
J,v40,4
A,v39,3
B,v39,0
C,v39,2
D,v39,0
E,v39,0
F,v39,0
G,v39,0
H,v39,4
I,v39,2
J,v39,0
A,v38,1
B,v38,0
C,v38,0
D,v38,2
E,v38,0
F,v38,0
G,v38,1
H,v38,2
I,v38,1
J,v38,6
A,v37,1
B,v37,0
C,v37,0
D,v37,0
E,v37,0
F,v37,0
G,v37,1
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,3
D,v36,0
E,v36,0
F,v36,0
G,v36,0
H,v36,0
I,v36,1
J,v36,1
A,v35,1
B,v35,1
C,v35,0
D,v35,1
E,v35,1
F,v35,2
G,v35,2
H,v35,2
I,v35,1
J,v35,0
A,v34,0
B,v34,1
C,v34,0
D,v34,2
E,v34,1
F,v34,2
G,v34,2
H,v34,1
I,v34,1
J,v34,1
A,v33,2
B,v33,0
C,v33,3
D,v33,1
E,v33,0
F,v33,0
G,v33,1
H,v33,2
I,v33,0
J,v33,1
A,v32,0
B,v32,4
C,v32,8
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,2
B,v31,2
C,v31,2
D,v31,2
E,v31,7
F,v31,14
G,v31,1
H,v31,1
I,v31,1
J,v31,2
A,v30,0
B,v30,0
C,v30,0
D,v30,4
E,v30,1
F,v30,0
G,v30,0
H,v30,6
I,v30,10
J,v30,3
A,v29,1
B,v29,0
C,v29,0
D,v29,2
E,v29,0
F,v29,2
G,v29,0
H,v29,0
I,v29,0
J,v29,2
A,v28,2
B,v28,1
C,v28,0
D,v28,0
E,v28,0
F,v28,1
G,v28,2
H,v28,2
I,v28,0
J,v28,0
A,v27,4
B,v27,2
C,v27,5
D,v27,3
