group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,1
I,v40,1
J,v40,0
A,v39,1
B,v39,0
C,v39,5
D,v39,0
E,v39,1
F,v39,0
G,v39,8
H,v39,0
I,v39,0
J,v39,2
A,v38,0
B,v38,4
C,v38,2
D,v38,0
E,v38,0
F,v38,5
G,v38,1
H,v38,1
I,v38,3
J,v38,0
A,v37,3
B,v37,1
C,v37,0
D,v37,0
E,v37,4
F,v37,1
G,v37,2
H,v37,2
I,v37,3
J,v37,0
A,v36,0
B,v36,1
C,v36,2
D,v36,1
E,v36,0
F,v36,3
G,v36,1
H,v36,0
I,v36,1
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,1
E,v35,1
F,v35,1
G,v35,0
H,v35,0
I,v35,0
J,v35,0
A,v34,0
B,v34,1
C,v34,1
D,v34,1
E,v34,0
F,v34,4
G,v34,2
H,v34,0
I,v34,1
J,v34,2
A,v33,1
B,v33,2
C,v33,0
D,v33,5
E,v33,0
F,v33,3
G,v33,2
H,v33,3
I,v33,3
J,v33,2
A,v32,1
B,v32,2
C,v32,6
D,v32,0
E,v32,12
F,v32,1
G,v32,3
H,v32,0
I,v32,3
J,v32,3
A,v31,1
B,v31,1
C,v31,1
D,v31,1
E,v31,2
F,v31,0
G,v31,2
H,v31,1
I,v31,0
J,v31,0
A,v30,2
B,v30,0
C,v30,0
D,v30,0
E,v30,0
F,v30,1
G,v30,0
H,v30,0
I,v30,0
J,v30,0
A,v29,0
B,v29,3
C,v29,2
D,v29,2
E,v29,0
F,v29,2
G,v29,0
H,v29,4
I,v29,2
J,v29,0
A,v28,0
B,v28,0
C,v28,1
D,v28,0
E,v28,0
F,v28,0
G,v28,4
H,v28,2
I,v28,4
J,v28,1
A,v27,3
B,v27,0
C,v27,2
D,v27,1
E,v27,3
F,v27,2
G,v27,1
H,v27,2
I,v27,3
J,v27,0
A,v26,3
B,v26,3
C,v26,4
D,v26,4
E,v26,3
F,v26,4
G,v26,5
H,v26,1
I,v26,3
J,v26,0
A,v25,0
B,v25,2
C,v25,3
D,v25,3
E,v25,0
F,v25,1
G,v25,2
