group,variable,value
A,v40,0
B,v40,1
C,v40,1
D,v40,1
E,v40,0
F,v40,0
G,v40,1
H,v40,1
I,v40,0
J,v40,1
A,v39,0
B,v39,0
C,v39,1
D,v39,2
E,v39,3
F,v39,0
G,v39,0
H,v39,0
I,v39,2
J,v39,1
A,v38,0
B,v38,0
C,v38,0
D,v38,1
E,v38,0
F,v38,1
G,v38,0
H,v38,3
I,v38,2
J,v38,3
A,v37,2
B,v37,0
C,v37,2
D,v37,4
E,v37,1
F,v37,5
G,v37,0
H,v37,1
I,v37,3
J,v37,0
A,v36,1
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,1
G,v36,1
H,v36,3
I,v36,3
J,v36,0
A,v35,5
B,v35,0
C,v35,1
D,v35,4
E,v35,3
F,v35,4
G,v35,3
H,v35,5
I,v35,5
J,v35,4
A,v34,2
B,v34,8
C,v34,2
D,v34,2
E,v34,8
F,v34,2
G,v34,6
H,v34,2
I,v34,6
J,v34,3
A,v33,0
B,v33,4
C,v33,4
D,v33,2
E,v33,2
F,v33,0
G,v33,1
H,v33,2
I,v33,0
J,v33,1
A,v32,0
B,v32,1
C,v32,0
D,v32,0
E,v32,2
F,v32,0
G,v32,0
H,v32,2
I,v32,0
J,v32,5
A,v31,4
B,v31,1
C,v31,5
D,v31,4
E,v31,8
F,v31,8
G,v31,2
H,v31,1
I,v31,4
J,v31,3
A,v30,2
B,v30,4
C,v30,5
D,v30,0
E,v30,2
F,v30,10
G,v30,8
H,v30,5
I,v30,2
J,v30,4
A,v29,0
B,v29,2
C,v29,2
D,v29,2
E,v29,1
F,v29,2
G,v29,0
H,v29,0
I,v29,0
J,v29,1
A,v28,2
B,v28,1
C,v28,3
D,v28,0
E,v28,0
F,v28,0
G,v28,0
H,v28,1
I,v28,0
J,v28,1
A,v27,0
B,v27,3
C,v27,1
D,v27,0
E,v27,2
F,v27,0
G,v27,0
