group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,0
E,v40,0
F,v40,0
G,v40,0
H,v40,0
I,v40,2
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,1
H,v39,1
I,v39,1
J,v39,1
A,v38,0
B,v38,0
C,v38,1
D,v38,0
E,v38,2
F,v38,0
G,v38,1
H,v38,2
I,v38,1
J,v38,1
A,v37,3
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,1
G,v37,1
H,v37,1
I,v37,2
J,v37,3
A,v36,1
B,v36,4
C,v36,0
D,v36,1
E,v36,2
F,v36,0
G,v36,0
H,v36,0
I,v36,1
J,v36,1
A,v35,0
B,v35,1
C,v35,0
D,v35,3
E,v35,0
F,v35,2
G,v35,2
H,v35,5
I,v35,6
J,v35,5
A,v34,3
B,v34,4
C,v34,0
D,v34,2
E,v34,0
F,v34,1
G,v34,0
H,v34,1
I,v34,0
J,v34,1
A,v33,0
B,v33,0
C,v33,0
D,v33,2
E,v33,0
F,v33,0
G,v33,0
H,v33,4
I,v33,0
J,v33,2
A,v32,1
B,v32,0
C,v32,0
D,v32,1
E,v32,1
F,v32,0
G,v32,1
H,v32,0
I,v32,0
J,v32,1
A,v31,0
B,v31,1
C,v31,0
D,v31,0
E,v31,0
F,v31,1
G,v31,1
H,v31,1
I,v31,0
J,v31,0
A,v30,0
B,v30,1
C,v30,0
D,v30,5
E,v30,4
F,v30,0
G,v30,1
H,v30,4
I,v30,0
J,v30,1
A,v29,0
B,v29,3
C,v29,0
D,v29,2
E,v29,6
F,v29,1
