group,variable,value
A,v40,0
B,v40,1
C,v40,1
D,v40,0
E,v40,0
F,v40,3
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,1
B,v39,1
C,v39,0
D,v39,1
E,v39,0
F,v39,2
G,v39,0
H,v39,0
I,v39,0
J,v39,8
A,v38,5
B,v38,2
C,v38,3
D,v38,0
E,v38,8
F,v38,3
G,v38,8
H,v38,1
I,v38,0
J,v38,5
A,v37,4
B,v37,6
C,v37,9
D,v37,7
E,v37,3
F,v37,3
G,v37,1
H,v37,1
I,v37,3
J,v37,0
A,v36,3
B,v36,3
C,v36,1
D,v36,0
E,v36,0
F,v36,1
G,v36,0
H,v36,1
I,v36,1
J,v36,1
A,v35,0
B,v35,0
C,v35,0
D,v35,3
E,v35,2
F,v35,1
G,v35,0
H,v35,1
I,v35,1
J,v35,4
A,v34,0
B,v34,0
C,v34,0
D,v34,0
E,v34,1
F,v34,4
G,v34,1
H,v34,0
I,v34,2
J,v34,0
A,v33,1
B,v33,1
C,v33,1
D,v33,0
E,v33,0
F,v33,0
G,v33,0
H,v33,1
I,v33,1
J,v33,0
A,v32,0
B,v32,0
C,v32,4
D,v32,0
E,v32,0
F,v32,1
G,v32,0
H,v32,1
I,v32,4
J,v32,2
A,v31,2
B,v31,1
C,v31,0
D,v31,0
E,v31,0
F,v31,0
G,v31,1
H,v31,0
I,v31,0
J,v31,0
A,v30,0
