group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,0
E,v40,0
F,v40,0
G,v40,2
H,v40,1
I,v40,1
J,v40,0
A,v39,1
B,v39,3
C,v39,5
D,v39,4
E,v39,3
F,v39,8
G,v39,12
H,v39,11
I,v39,10
J,v39,3
A,v38,3
B,v38,2
C,v38,3
D,v38,3
E,v38,3
F,v38,5
G,v38,1
H,v38,0
I,v38,2
J,v38,2
A,v37,1
B,v37,1
C,v37,1
D,v37,0
E,v37,0
F,v37,8
G,v37,6
H,v37,1
I,v37,1
J,v37,5
A,v36,0
B,v36,6
C,v36,3
D,v36,5
E,v36,0
F,v36,4
G,v36,1
H,v36,3
I,v36,3
J,v36,3
A,v35,1
B,v35,4
C,v35,1
D,v35,1
E,v35,4
F,v35,0
G,v35,1
H,v35,1
I,v35,2
J,v35,2
A,v34,1
B,v34,1
C,v34,1
D,v34,0
E,v34,0
F,v34,1
G,v34,1
H,v34,0
I,v34,1
J,v34,0
A,v33,0
B,v33,0
C,v33,2
D,v33,1
E,v33,2
F,v33,0
G,v33,0
H,v33,0
I,v33,2
J,v33,1
A,v32,2
B,v32,0
C,v32,1
D,v32,1
E,v32,2
F,v32,0
G,v32,0
H,v32,0
I,v32,1
J,v32,2
A,v31,0
B,v31,1
C,v31,0
D,v31,1
E,v31,0
F,v31,0
G,v31,0
H,v31,0
I,v31,8
J,v31,1
A,v30,0
B,v30,0
C,v30,2
D,v30,4
E,v30,2
F,v30,1
G,v30,2
H,v30,1
I,v30,0
J,v30,1
A,v29,0
B,v29,1
C,v29,0
D,v29,0
E,v29,1
F,v29,1
G,v29,0
