group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,1
F,v40,0
G,v40,2
H,v40,0
I,v40,1
J,v40,1
A,v39,0
B,v39,3
C,v39,5
D,v39,1
E,v39,1
F,v39,0
G,v39,0
H,v39,0
I,v39,0
J,v39,1
A,v38,0
B,v38,1
C,v38,0
D,v38,0
E,v38,1
F,v38,1
G,v38,0
H,v38,0
I,v38,0
J,v38,3
A,v37,0
B,v37,1
C,v37,1
D,v37,0
E,v37,0
F,v37,0
G,v37,2
H,v37,0
I,v37,1
J,v37,2
A,v36,1
B,v36,0
C,v36,0
D,v36,1
E,v36,4
F,v36,5
G,v36,5
H,v36,0
I,v36,1
J,v36,3
A,v35,6
B,v35,3
C,v35,0
D,v35,5
E,v35,4
F,v35,4
G,v35,1
H,v35,0
I,v35,2
J,v35,1
A,v34,1
B,v34,0
C,v34,0
D,v34,0
E,v34,4
F,v34,1
G,v34,1
H,v34,1
I,v34,1
J,v34,4
A,v33,4
B,v33,3
C,v33,2
D,v33,0
E,v33,4
F,v33,0
G,v33,1
H,v33,1
I,v33,1
J,v33,0
A,v32,0
B,v32,8
C,v32,6
D,v32,3
E,v32,6
F,v32,5
G,v32,5
H,v32,7
I,v32,2
J,v32,2
A,v31,2
B,v31,0
C,v31,0
D,v31,4
E,v31,2
F,v31,3
G,v31,4
H,v31,6
I,v31,3
J,v31,4
A,v30,5
B,v30,7
C,v30,1
D,v30,2
E,v30,4
F,v30,1
G,v30,1
H,v30,4
I,v30,3
J,v30,8
A,v29,4
B,v29,5
C,v29,2
D,v29,4
E,v29,3
F,v29,3
G,v29,5
H,v29,0
I,v29,2
J,v29,6
A,v28,2
B,v28,2
C,v28,2
D,v28,4
E,v28,5
F,v28,8
G,v28,3
H,v28,1
