group,variable,value
A,v40,1
B,v40,2
C,v40,2
D,v40,3
E,v40,1
F,v40,1
G,v40,0
H,v40,1
I,v40,3
J,v40,3
A,v39,1
B,v39,0
C,v39,0
D,v39,1
E,v39,0
F,v39,0
G,v39,0
H,v39,3
I,v39,1
J,v39,3
A,v38,3
B,v38,3
C,v38,0
D,v38,2
E,v38,1
F,v38,1
G,v38,3
H,v38,2
I,v38,2
J,v38,0
A,v37,3
B,v37,0
C,v37,2
D,v37,0
E,v37,5
F,v37,0
G,v37,3
H,v37,1
I,v37,1
J,v37,2
A,v36,0
B,v36,0
C,v36,1
D,v36,0
E,v36,0
F,v36,1
G,v36,0
H,v36,0
I,v36,2
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,0
H,v35,0
I,v35,0
J,v35,1
A,v34,1
B,v34,0
C,v34,0
D,v34,1
E,v34,4
F,v34,1
G,v34,1
H,v34,5
I,v34,4
J,v34,2
A,v33,2
B,v33,8
C,v33,2
D,v33,2
E,v33,5
F,v33,1
G,v33,0
H,v33,3
I,v33,3
J,v33,3
A,v32,3
B,v32,2
C,v32,4
D,v32,4
E,v32,1
F,v32,3
G,v32,2
H,v32,2
I,v32,1
J,v32,6
A,v31,1
B,v31,3
C,v31,4
D,v31,5
E,v31,4
F,v31,8
G,v31,6
H,v31,3
I,v31,4
J,v31,1
A,v30,1
B,v30,2
C,v30,1
D,v30,0
E,v30,5
F,v30,0
G,v30,1
H,v30,3
I,v30,3
J,v30,5
A,v29,0
B,v29,2
C,v29,7
D,v29,7
E,v29,6
F,v29,6
G,v29,6
H,v29,3
I,v29,2
J,v29,4
A,v28,3
B,v28,5
C,v28,4
