group,variable,value
A,v40,1
B,v40,5
C,v40,1
D,v40,2
E,v40,0
F,v40,0
G,v40,1
H,v40,1
I,v40,2
J,v40,2
A,v39,2
B,v39,4
C,v39,1
D,v39,5
E,v39,0
F,v39,1
G,v39,6
H,v39,4
I,v39,2
J,v39,3
A,v38,1
B,v38,5
C,v38,1
D,v38,2
E,v38,3
F,v38,2
G,v38,1
H,v38,0
I,v38,0
J,v38,0
A,v37,1
B,v37,2
C,v37,1
D,v37,1
E,v37,0
F,v37,1
G,v37,3
H,v37,1
I,v37,5
J,v37,0
A,v36,1
B,v36,2
C,v36,0
D,v36,2
E,v36,3
F,v36,1
G,v36,1
H,v36,0
I,v36,0
J,v36,0
A,v35,2
B,v35,4
C,v35,5
D,v35,2
E,v35,5
F,v35,1
G,v35,1
H,v35,3
I,v35,4
J,v35,3
A,v34,0
B,v34,3
C,v34,2
D,v34,2
E,v34,2
F,v34,7
G,v34,7
H,v34,8
I,v34,3
J,v34,0
A,v33,3
B,v33,4
C,v33,1
D,v33,0
E,v33,3
F,v33,4
G,v33,2
H,v33,11
I,v33,3
J,v33,5
A,v32,2
B,v32,2
C,v32,1
D,v32,3
E,v32,3
F,v32,0
G,v32,1
H,v32,2
I,v32,0
J,v32,1
A,v31,0
B,v31,0
C,v31,0
D,v31,2
E,v31,3
F,v31,2
G,v31,1
H,v31,0
I,v31,0
J,v31,0
A,v30,9
B,v30,1
C,v30,0
D,v30,0
E,v30,0
F,v30,0
G,v30,0
H,v30,1
I,v30,1
J,v30,0
A,v29,0
