group,variable,value
A,v40,2
B,v40,3
C,v40,2
D,v40,1
E,v40,1
F,v40,0
G,v40,0
H,v40,1
I,v40,0
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,2
E,v39,2
F,v39,0
G,v39,0
H,v39,1
I,v39,0
J,v39,0
A,v38,0
B,v38,3
C,v38,0
D,v38,1
E,v38,3
F,v38,0
G,v38,0
H,v38,3
I,v38,3
J,v38,1
A,v37,2
B,v37,2
C,v37,2
D,v37,3
E,v37,2
F,v37,3
G,v37,3
H,v37,2
I,v37,0
J,v37,2
A,v36,1
B,v36,1
C,v36,1
D,v36,1
E,v36,4
F,v36,0
G,v36,1
H,v36,4
I,v36,1
J,v36,0
A,v35,1
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,4
G,v35,5
H,v35,5
I,v35,1
J,v35,0
A,v34,1
B,v34,1
C,v34,2
D,v34,0
E,v34,2
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,2
A,v33,2
B,v33,0
C,v33,1
D,v33,1
E,v33,3
F,v33,0
G,v33,1
H,v33,2
I,v33,1
J,v33,2
A,v32,2
B,v32,4
C,v32,7
D,v32,5
E,v32,3
F,v32,2
G,v32,4
H,v32,1
I,v32,1
J,v32,5
A,v31,1
B,v31,1
C,v31,2
D,v31,4
E,v31,6
F,v31,6
G,v31,1
H,v31,0
I,v31,3
J,v31,4
A,v30,0
B,v30,1
C,v30,0
D,v30,3
E,v30,1
F,v30,3
G,v30,4
H,v30,5
I,v30,3
J,v30,5
A,v29,3
B,v29,3
C,v29,4
D,v29,3
E,v29,0
F,v29,2
G,v29,3
H,v29,0
I,v29,1
J,v29,1
A,v28,2
