group,variable,value
A,v40,2
B,v40,1
C,v40,0
D,v40,1
E,v40,1
F,v40,0
G,v40,1
H,v40,2
I,v40,0
J,v40,4
A,v39,0
B,v39,0
C,v39,2
D,v39,0
E,v39,1
F,v39,0
G,v39,0
H,v39,0
I,v39,1
J,v39,2
A,v38,0
B,v38,0
C,v38,0
D,v38,2
E,v38,0
F,v38,0
G,v38,1
H,v38,1
I,v38,0
J,v38,3
A,v37,0
B,v37,0
C,v37,0
D,v37,1
E,v37,1
F,v37,0
G,v37,2
H,v37,1
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,1
D,v36,4
E,v36,5
F,v36,1
G,v36,0
H,v36,3
I,v36,3
J,v36,4
A,v35,2
B,v35,3
C,v35,7
D,v35,1
E,v35,3
F,v35,0
G,v35,0
H,v35,0
I,v35,0
J,v35,1
A,v34,0
B,v34,1
C,v34,1
D,v34,5
E,v34,1
F,v34,0
G,v34,1
H,v34,3
I,v34,0
J,v34,2
A,v33,1
B,v33,0
C,v33,3
D,v33,1
E,v33,3
F,v33,3
G,v33,3
H,v33,0
I,v33,0
J,v33,1
A,v32,2
B,v32,0
C,v32,3
D,v32,2
E,v32,0
F,v32,5
G,v32,3
H,v32,3
I,v32,2
J,v32,1
A,v31,1
B,v31,3
C,v31,2
D,v31,1
E,v31,1
F,v31,4
G,v31,4
H,v31,1
I,v31,4
J,v31,6
A,v30,3
B,v30,7
C,v30,2
D,v30,0
E,v30,2
F,v30,0
G,v30,0
H,v30,1
I,v30,5
J,v30,14
A,v29,8
B,v29,6
C,v29,5
D,v29,0
E,v29,3
F,v29,3
G,v29,0
H,v29,0
I,v29,2
J,v29,3
