group,variable,value
A,v40,2
B,v40,1
C,v40,0
D,v40,0
E,v40,0
F,v40,3
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,1
C,v39,2
D,v39,4
E,v39,4
F,v39,4
G,v39,2
H,v39,5
I,v39,2
J,v39,6
A,v38,3
B,v38,8
C,v38,0
D,v38,3
E,v38,4
F,v38,6
G,v38,6
H,v38,3
I,v38,2
J,v38,6
A,v37,3
B,v37,2
C,v37,2
D,v37,2
E,v37,6
F,v37,4
G,v37,1
H,v37,1
I,v37,6
J,v37,2
A,v36,4
B,v36,3
C,v36,5
D,v36,2
E,v36,5
F,v36,3
G,v36,3
H,v36,4
I,v36,8
J,v36,2
A,v35,3
B,v35,4
C,v35,4
D,v35,4
E,v35,1
F,v35,2
G,v35,1
H,v35,6
I,v35,3
J,v35,1
A,v34,2
B,v34,1
C,v34,2
D,v34,8
E,v34,6
F,v34,2
G,v34,1
H,v34,2
I,v34,1
J,v34,0
A,v33,0
B,v33,1
C,v33,0
D,v33,4
E,v33,3
F,v33,4
G,v33,3
H,v33,1
I,v33,4
J,v33,2
A,v32,6
B,v32,8
C,v32,3
D,v32,0
E,v32,0
F,v32,0
G,v32,3
H,v32,3
I,v32,2
J,v32,1
A,v31,1
B,v31,2
C,v31,3
D,v31,7
E,v31,0
F,v31,0
G,v31,3
H,v31,0
I,v31,0
J,v31,1
A,v30,0
B,v30,3
C,v30,1
D,v30,0
E,v30,1
F,v30,2
G,v30,0
H,v30,0
I,v30,2
J,v30,0
A,v29,0
B,v29,0
C,v29,1
D,v29,1
E,v29,0
F,v29,0
G,v29,3
H,v29,2
I,v29,3
J,v29,0
