group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,1
E,v40,0
F,v40,0
G,v40,2
H,v40,0
I,v40,2
J,v40,0
A,v39,0
B,v39,0
C,v39,1
D,v39,1
E,v39,0
F,v39,0
G,v39,0
H,v39,0
I,v39,1
J,v39,2
A,v38,3
B,v38,5
C,v38,2
D,v38,1
E,v38,1
F,v38,8
G,v38,4
H,v38,2
I,v38,1
J,v38,4
A,v37,1
B,v37,5
C,v37,4
D,v37,1
E,v37,2
F,v37,1
G,v37,4
H,v37,10
I,v37,11
J,v37,3
A,v36,2
B,v36,4
C,v36,0
D,v36,0
E,v36,0
F,v36,0
G,v36,2
H,v36,1
I,v36,0
J,v36,1
A,v35,1
B,v35,1
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,0
H,v35,0
I,v35,3
J,v35,2
A,v34,0
B,v34,3
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,1
H,v34,0
I,v34,1
J,v34,0
A,v33,1
B,v33,0
C,v33,0
D,v33,3
E,v33,1
F,v33,0
G,v33,0
H,v33,2
I,v33,1
J,v33,0
A,v32,2
B,v32,0
C,v32,0
D,v32,0
E,v32,1
F,v32,4
G,v32,7
H,v32,0
I,v32,0
J,v32,1
A,v31,2
B,v31,4
C,v31,4
D,v31,5
E,v31,10
F,v31,2
G,v31,8
H,v31,5
I,v31,2
J,v31,4
A,v30,4
B,v30,1
C,v30,3
D,v30,4
E,v30,6
F,v30,1
G,v30,2
H,v30,1
I,v30,3
J,v30,2
A,v29,1
B,v29,0
