group,variable,value
A,v40,6
B,v40,3
C,v40,2
D,v40,0
E,v40,0
F,v40,0
G,v40,0
H,v40,0
I,v40,0
J,v40,1
A,v39,1
B,v39,1
C,v39,2
D,v39,0
E,v39,0
F,v39,4
G,v39,5
H,v39,2
I,v39,2
J,v39,4
A,v38,4
B,v38,5
C,v38,0
D,v38,2
E,v38,1
F,v38,3
G,v38,3
H,v38,4
I,v38,2
J,v38,2
A,v37,2
B,v37,1
C,v37,1
D,v37,0
E,v37,0
F,v37,3
G,v37,2
H,v37,0
I,v37,2
J,v37,1
A,v36,2
B,v36,1
C,v36,0
D,v36,4
E,v36,0
F,v36,3
G,v36,0
H,v36,1
I,v36,3
J,v36,0
A,v35,0
B,v35,2
C,v35,0
D,v35,2
E,v35,0
F,v35,3
G,v35,2
H,v35,2
I,v35,3
J,v35,1
A,v34,1
B,v34,1
C,v34,3
D,v34,1
E,v34,0
F,v34,0
G,v34,1
H,v34,4
I,v34,1
J,v34,1
A,v33,6
B,v33,2
C,v33,1
D,v33,4
E,v33,3
F,v33,4
G,v33,3
H,v33,5
I,v33,1
J,v33,4
A,v32,3
B,v32,6
C,v32,0
D,v32,0
E,v32,0
F,v32,0
G,v32,0
H,v32,1
I,v32,1
J,v32,2
A,v31,3
B,v31,6
C,v31,3
D,v31,1
E,v31,2
F,v31,4
G,v31,5
H,v31,2
I,v31,2
J,v31,0
A,v30,0
B,v30,0
C,v30,0
D,v30,2
E,v30,1
F,v30,4
G,v30,1
H,v30,0
I,v30,0
J,v30,1
A,v29,2
B,v29,0
C,v29,2
D,v29,0
E,v29,0
F,v29,0
G,v29,0
H,v29,1
