group,variable,value
A,v40,1
B,v40,1
C,v40,0
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,2
C,v39,1
D,v39,0
E,v39,0
F,v39,0
G,v39,1
H,v39,1
I,v39,0
J,v39,2
A,v38,0
B,v38,1
C,v38,1
D,v38,5
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,0
A,v37,4
B,v37,0
C,v37,0
D,v37,1
E,v37,1
F,v37,0
G,v37,0
H,v37,1
I,v37,0
J,v37,0
A,v36,0
B,v36,1
C,v36,1
D,v36,0
E,v36,1
F,v36,2
G,v36,6
H,v36,6
I,v36,2
J,v36,5
A,v35,4
B,v35,3
C,v35,1
D,v35,2
E,v35,5
F,v35,5
G,v35,5
H,v35,5
I,v35,4
J,v35,2
A,v34,0
B,v34,1
C,v34,0
D,v34,0
E,v34,1
F,v34,1
G,v34,2
H,v34,1
I,v34,0
J,v34,1
A,v33,0
B,v33,3
C,v33,6
D,v33,2
E,v33,2
F,v33,0
G,v33,0
H,v33,3
I,v33,2
J,v33,4
A,v32,11
B,v32,9
C,v32,4
D,v32,3
E,v32,8
F,v32,2
G,v32,5
H,v32,0
I,v32,0
J,v32,3
A,v31,0
B,v31,0
C,v31,0
D,v31,4
E,v31,4
F,v31,4
G,v31,0
H,v31,0
I,v31,0
J,v31,0
A,v30,1
B,v30,2
C,v30,1
D,v30,1
E,v30,0
F,v30,0
G,v30,0
H,v30,0
I,v30,1
J,v30,1
