group,variable,value
A,v40,30
B,v40,28
C,v40,32
D,v40,31
E,v40,28
F,v40,31
G,v40,26
H,v40,28
I,v40,32
J,v40,27
A,v39,31
B,v39,24
C,v39,49
D,v39,26
E,v39,56
F,v39,36
G,v39,43
H,v39,31
I,v39,32
J,v39,42
A,v38,46
B,v38,30
C,v38,39
D,v38,28
E,v38,29
F,v38,99
G,v38,47
H,v38,38
I,v38,52
J,v38,41
A,v37,78
B,v37,31
C,v37,36
D,v37,34
E,v37,55
F,v37,45
G,v37,30
H,v37,32
I,v37,58
J,v37,42
A,v36,46
B,v36,26
C,v36,34
D,v36,27
E,v36,30
F,v36,24
G,v36,31
H,v36,33
I,v36,42
J,v36,68
A,v35,23
B,v35,38
C,v35,58
D,v35,43
E,v35,26
F,v35,24
G,v35,74
H,v35,34
I,v35,30
J,v35,27
A,v34,26
B,v34,46
C,v34,43
D,v34,31
E,v34,31
F,v34,34
G,v34,38
H,v34,47
I,v34,66
J,v34,68
A,v33,24
B,v33,25
C,v33,51
D,v33,50
E,v33,33
F,v33,27
G,v33,28
H,v33,32
I,v33,28
J,v33,16
A,v32,16
B,v32,20
C,v32,22
D,v32,34
E,v32,42
F,v32,18
G,v32,31
H,v32,26
I,v32,17
J,v32,27
A,v31,44
B,v31,33
C,v31,36
D,v31,24
E,v31,30
F,v31,105
G,v31,42
H,v31,119
I,v31,53
J,v31,21
A,v30,38
B,v30,30
C,v30,22
D,v30,12
E,v30,19
F,v30,27
G,v30,26
H,v30,22
I,v30,26
J,v30,32
A,v29,36
B,v29,24
C,v29,40
D,v29,36
E,v29,32
F,v29,40
G,v29,25
H,v29,45
I,v29,34
J,v29,38
A,v28,27
B,v28,30
C,v28,73
D,v28,21
E,v28,32
F,v28,28
G,v28,36
