group,variable,value
A,v40,42
B,v40,31
C,v40,42
D,v40,31
E,v40,38
F,v40,26
G,v40,41
H,v40,38
I,v40,28
J,v40,32
A,v39,38
B,v39,33
C,v39,32
D,v39,63
E,v39,36
F,v39,39
G,v39,31
H,v39,52
I,v39,25
J,v39,26
A,v38,58
B,v38,37
C,v38,30
D,v38,23
E,v38,25
F,v38,56
G,v38,39
H,v38,28
I,v38,25
J,v38,33
A,v37,28
B,v37,27
C,v37,24
D,v37,24
E,v37,38
F,v37,21
G,v37,32
H,v37,94
I,v37,33
J,v37,44
A,v36,28
B,v36,28
C,v36,25
D,v36,36
E,v36,18
F,v36,51
G,v36,26
H,v36,43
I,v36,36
J,v36,38
A,v35,28
B,v35,41
C,v35,51
D,v35,32
E,v35,44
F,v35,47
G,v35,22
H,v35,28
I,v35,28
J,v35,32
A,v34,44
B,v34,54
C,v34,79
D,v34,42
E,v34,34
F,v34,27
G,v34,32
H,v34,52
I,v34,41
J,v34,33
A,v33,127
B,v33,42
C,v33,29
D,v33,30
E,v33,28
F,v33,35
G,v33,35
H,v33,79
I,v33,35
J,v33,28
A,v32,38
B,v32,24
C,v32,40
D,v32,23
E,v32,53
F,v32,29
G,v32,21
H,v32,24
I,v32,60
J,v32,34
A,v31,25
B,v31,40
C,v31,17
D,v31,37
E,v31,47
F,v31,53
G,v31,31
H,v31,20
I,v31,49
J,v31,24
A,v30,44
B,v30,46
C,v30,52
D,v30,38
E,v30,60
F,v30,32
G,v30,36
H,v30,52
I,v30,66
J,v30,55
A,v29,39
B,v29,35
C,v29,28
D,v29,23
E,v29,58
F,v29,35
G,v29,38
H,v29,26
I,v29,26
J,v29,21
A,v28,27
B,v28,4
C,v28,29
D,v28,49
E,v28,154
F,v28,76
G,v28,31
