group,variable,value
A,v40,29
B,v40,29
C,v40,32
D,v40,28
E,v40,29
F,v40,134
G,v40,27
H,v40,25
I,v40,38
J,v40,32
A,v39,32
B,v39,38
C,v39,33
D,v39,20
E,v39,57
F,v39,30
G,v39,43
H,v39,36
I,v39,74
J,v39,20
A,v38,28
B,v38,24
C,v38,54
D,v38,26
E,v38,35
F,v38,40
G,v38,34
H,v38,42
I,v38,40
J,v38,50
A,v37,41
B,v37,23
C,v37,28
D,v37,32
E,v37,48
F,v37,44
G,v37,30
H,v37,84
I,v37,34
J,v37,24
A,v36,29
B,v36,22
C,v36,19
D,v36,23
E,v36,37
F,v36,39
G,v36,33
H,v36,29
I,v36,40
J,v36,22
A,v35,30
B,v35,60
C,v35,34
D,v35,26
E,v35,24
F,v35,26
G,v35,22
H,v35,20
I,v35,36
J,v35,22
A,v34,39
B,v34,58
C,v34,32
D,v34,42
E,v34,41
F,v34,23
G,v34,41
H,v34,29
I,v34,24
J,v34,72
A,v33,24
B,v33,28
C,v33,20
D,v33,24
E,v33,35
F,v33,47
G,v33,25
H,v33,35
I,v33,48
J,v33,29
A,v32,29
B,v32,35
C,v32,31
D,v32,32
E,v32,25
F,v32,28
G,v32,16
H,v32,34
I,v32,24
J,v32,19
A,v31,27
B,v31,26
