group,variable,value
A,v40,23
B,v40,88
C,v40,35
D,v40,26
E,v40,33
F,v40,40
G,v40,26
H,v40,38
I,v40,23
J,v40,49
A,v39,31
B,v39,26
C,v39,39
D,v39,38
E,v39,44
F,v39,30
G,v39,32
H,v39,21
I,v39,25
J,v39,46
A,v38,27
B,v38,38
C,v38,34
D,v38,24
E,v38,32
F,v38,21
G,v38,26
H,v38,26
I,v38,34
J,v38,30
A,v37,27
B,v37,31
C,v37,33
D,v37,53
E,v37,28
F,v37,21
G,v37,20
H,v37,21
I,v37,32
J,v37,19
A,v36,20
B,v36,38
C,v36,36
D,v36,31
E,v36,40
F,v36,77
G,v36,23
H,v36,28
I,v36,22
J,v36,27
A,v35,29
B,v35,23
C,v35,23
D,v35,26
E,v35,24
F,v35,35
G,v35,18
H,v35,32
I,v35,21
J,v35,33
A,v34,26
B,v34,25
C,v34,33
D,v34,48
E,v34,29
F,v34,23
G,v34,37
H,v34,46
I,v34,22
J,v34,29
A,v33,24
B,v33,26
C,v33,24
D,v33,26
E,v33,29
F,v33,27
G,v33,33
H,v33,45
I,v33,26
J,v33,39
A,v32,25
B,v32,22
C,v32,16
D,v32,26
E,v32,28
F,v32,22
G,v32,30
H,v32,46
I,v32,26
J,v32,19
A,v31,29
B,v31,34
C,v31,42
D,v31,25
E,v31,26
F,v31,60
G,v31,29
H,v31,32
I,v31,38
J,v31,25
A,v30,25
B,v30,15
C,v30,34
D,v30,27
E,v30,27
F,v30,27
G,v30,27
H,v30,78
I,v30,45
J,v30,21
A,v29,37
B,v29,42
C,v29,27
D,v29,23
E,v29,46
F,v29,56
G,v29,20
H,v29,33
I,v29,37
J,v29,64
