group,variable,value
A,v40,64
B,v40,30
C,v40,20
D,v40,18
E,v40,15
F,v40,30
G,v40,23
H,v40,29
I,v40,29
J,v40,27
A,v39,17
B,v39,18
C,v39,24
D,v39,25
E,v39,51
F,v39,15
G,v39,29
H,v39,18
I,v39,38
J,v39,30
A,v38,54
B,v38,32
C,v38,37
D,v38,26
E,v38,51
F,v38,52
G,v38,41
H,v38,55
I,v38,56
J,v38,32
A,v37,29
B,v37,75
C,v37,56
D,v37,42
E,v37,10
F,v37,26
G,v37,45
H,v37,78
I,v37,25
J,v37,21
A,v36,19
B,v36,38
C,v36,32
D,v36,52
E,v36,32
F,v36,34
G,v36,32
H,v36,37
I,v36,32
J,v36,29
A,v35,27
B,v35,23
C,v35,54
D,v35,21
E,v35,33
F,v35,20
G,v35,29
H,v35,46
I,v35,38
J,v35,30
A,v34,25
B,v34,21
C,v34,32
D,v34,41
E,v34,46
F,v34,28
G,v34,28
H,v34,37
I,v34,34
J,v34,52
A,v33,37
B,v33,40
C,v33,32
D,v33,25
E,v33,30
F,v33,44
G,v33,34
H,v33,142
I,v33,24
J,v33,32
A,v32,31
B,v32,57
C,v32,29
D,v32,24
E,v32,17
F,v32,35
G,v32,55
H,v32,34
I,v32,20
J,v32,18
A,v31,29
B,v31,28
C,v31,36
D,v31,45
E,v31,30
F,v31,66
G,v31,44
H,v31,22
I,v31,22
J,v31,39
A,v30,34
B,v30,30
C,v30,21
D,v30,50
E,v30,24
F,v30,26
G,v30,23
H,v30,60
I,v30,37
J,v30,52
A,v29,39
B,v29,31
C,v29,23
D,v29,78
E,v29,25
F,v29,28
G,v29,27
H,v29,20
I,v29,32
J,v29,24
A,v28,28
B,v28,36
C,v28,26
D,v28,25
E,v28,24
F,v28,54
G,v28,36
H,v28,60
I,v28,25
J,v28,27
A,v27,35
B,v27,33
C,v27,24
D,v27,74
E,v27,23
F,v27,24
G,v27,38
H,v27,50
I,v27,26
J,v27,22
A,v26,19
B,v26,24
C,v26,22
D,v26,96
E,v26,39
F,v26,23
G,v26,27
H,v26,28
I,v26,36
J,v26,26
A,v25,27
B,v25,21
C,v25,30
D,v25,32
E,v25,17
F,v25,31
G,v25,49
H,v25,21
I,v25,19
J,v25,34
A,v24,40
B,v24,23
C,v24,26
D,v24,28
E,v24,39
F,v24,20
G,v24,30
H,v24,50
I,v24,59
J,v24,32
A,v23,31
