group,variable,value
A,v40,37
B,v40,29
C,v40,27
D,v40,38
E,v40,45
F,v40,84
G,v40,30
H,v40,42
I,v40,46
J,v40,21
A,v39,29
B,v39,31
C,v39,28
D,v39,33
E,v39,32
F,v39,33
G,v39,43
H,v39,54
I,v39,35
J,v39,33
A,v38,71
B,v38,45
C,v38,26
D,v38,29
E,v38,26
F,v38,36
G,v38,29
H,v38,30
I,v38,124
J,v38,63
A,v37,32
B,v37,30
C,v37,31
D,v37,25
E,v37,38
F,v37,31
G,v37,22
H,v37,28
I,v37,28
J,v37,25
A,v36,55
B,v36,22
C,v36,23
D,v36,34
E,v36,28
F,v36,32
G,v36,28
H,v36,41
I,v36,21
J,v36,42
A,v35,30
B,v35,20
C,v35,27
D,v35,18
E,v35,24
F,v35,50
G,v35,40
H,v35,42
I,v35,41
J,v35,26
A,v34,24
B,v34,32
C,v34,32
D,v34,32
E,v34,38
F,v34,29
G,v34,49
H,v34,39
I,v34,36
J,v34,26
A,v33,18
B,v33,34
C,v33,26
D,v33,42
E,v33,17
F,v33,30
G,v33,32
H,v33,24
I,v33,46
J,v33,42
A,v32,109
B,v32,34
C,v32,34
D,v32,43
E,v32,38
F,v32,24
G,v32,19
H,v32,36
I,v32,20
J,v32,40
A,v31,27
B,v31,35
C,v31,23
D,v31,22
E,v31,21
F,v31,38
G,v31,42
H,v31,27
I,v31,21
J,v31,25
A,v30,41
B,v30,38
C,v30,56
D,v30,33
E,v30,30
F,v30,43
G,v30,24
H,v30,29
I,v30,38
J,v30,22
A,v29,26
B,v29,78
C,v29,28
D,v29,20
E,v29,68
F,v29,16
G,v29,46
