group,variable,value
A,v40,39
B,v40,29
C,v40,64
D,v40,30
E,v40,49
F,v40,44
G,v40,33
H,v40,37
I,v40,30
J,v40,37
A,v39,28
B,v39,19
C,v39,32
D,v39,66
E,v39,29
F,v39,24
G,v39,31
H,v39,58
I,v39,36
J,v39,31
A,v38,39
B,v38,30
C,v38,78
D,v38,24
E,v38,32
F,v38,43
G,v38,30
H,v38,23
I,v38,33
J,v38,56
A,v37,40
B,v37,38
C,v37,32
D,v37,35
E,v37,34
F,v37,32
G,v37,43
H,v37,32
I,v37,44
J,v37,38
A,v36,59
B,v36,38
C,v36,28
D,v36,36
E,v36,31
F,v36,82
G,v36,54
H,v36,38
I,v36,54
J,v36,37
A,v35,54
B,v35,49
C,v35,26
D,v35,28
E,v35,31
F,v35,51
G,v35,21
H,v35,26
I,v35,33
J,v35,30
A,v34,19
B,v34,38
C,v34,31
D,v34,49
E,v34,25
F,v34,39
G,v34,34
H,v34,64
I,v34,38
J,v34,26
A,v33,32
B,v33,28
