group,variable,value
A,v40,44
B,v40,31
C,v40,31
D,v40,32
E,v40,30
F,v40,29
G,v40,24
H,v40,34
I,v40,25
J,v40,22
A,v39,37
B,v39,34
C,v39,20
D,v39,17
E,v39,26
F,v39,48
G,v39,32
H,v39,24
I,v39,24
J,v39,27
A,v38,20
B,v38,21
C,v38,23
D,v38,36
E,v38,25
F,v38,55
G,v38,31
H,v38,36
I,v38,56
J,v38,52
A,v37,41
B,v37,50
C,v37,29
D,v37,25
E,v37,50
F,v37,22
G,v37,29
H,v37,29
I,v37,33
J,v37,24
A,v36,24
B,v36,30
C,v36,30
D,v36,23
E,v36,22
F,v36,28
G,v36,42
H,v36,21
I,v36,20
J,v36,18
A,v35,20
B,v35,36
C,v35,21
D,v35,81
E,v35,17
F,v35,23
G,v35,30
H,v35,28
I,v35,33
J,v35,30
A,v34,44
B,v34,98
C,v34,35
D,v34,27
E,v34,22
F,v34,51
G,v34,28
H,v34,20
I,v34,31
J,v34,43
A,v33,29
B,v33,24
C,v33,33
D,v33,28
E,v33,20
F,v33,47
G,v33,39
H,v33,33
I,v33,30
J,v33,32
A,v32,31
B,v32,34
C,v32,44
D,v32,18
E,v32,25
F,v32,22
G,v32,42
H,v32,15
I,v32,30
J,v32,24
A,v31,26
B,v31,41
C,v31,34
D,v31,42
E,v31,23
F,v31,22
G,v31,22
H,v31,28
I,v31,40
J,v31,29
A,v30,29
B,v30,45
C,v30,42
D,v30,38
E,v30,32
F,v30,27
G,v30,49
H,v30,25
I,v30,51
J,v30,30
A,v29,28
B,v29,40
C,v29,28
D,v29,43
E,v29,34
F,v29,41
G,v29,28
H,v29,29
I,v29,28
