group,variable,value
A,v40,36
B,v40,56
C,v40,29
D,v40,29
E,v40,32
F,v40,33
G,v40,86
H,v40,28
I,v40,20
J,v40,20
A,v39,52
B,v39,28
C,v39,20
D,v39,25
E,v39,34
F,v39,32
G,v39,37
H,v39,36
I,v39,70
J,v39,30
A,v38,35
B,v38,31
C,v38,42
D,v38,26
E,v38,24
F,v38,22
G,v38,26
H,v38,36
I,v38,38
J,v38,30
A,v37,41
B,v37,58
C,v37,51
D,v37,41
E,v37,22
F,v37,39
G,v37,34
H,v37,38
I,v37,76
J,v37,38
A,v36,27
B,v36,42
C,v36,25
D,v36,22
E,v36,45
F,v36,34
G,v36,35
H,v36,26
I,v36,39
J,v36,44
A,v35,46
B,v35,33
C,v35,34
D,v35,29
E,v35,40
F,v35,22
G,v35,34
H,v35,24
I,v35,26
J,v35,32
A,v34,21
B,v34,40
C,v34,51
D,v34,30
E,v34,27
F,v34,77
G,v34,26
H,v34,43
I,v34,31
J,v34,38
A,v33,37
B,v33,34
C,v33,32
D,v33,32
E,v33,32
