group,variable,value
A,v40,17
B,v40,36
C,v40,23
D,v40,50
E,v40,29
F,v40,40
G,v40,40
H,v40,72
I,v40,50
J,v40,28
A,v39,25
B,v39,31
C,v39,29
D,v39,50
E,v39,24
F,v39,31
G,v39,36
H,v39,42
I,v39,34
J,v39,34
A,v38,29
B,v38,30
C,v38,22
D,v38,70
E,v38,44
F,v38,39
G,v38,97
H,v38,22
I,v38,57
J,v38,79
A,v37,21
B,v37,30
C,v37,27
D,v37,22
E,v37,28
F,v37,24
G,v37,29
H,v37,38
I,v37,19
J,v37,28
A,v36,34
B,v36,39
C,v36,34
D,v36,37
E,v36,35
F,v36,32
G,v36,26
H,v36,40
I,v36,74
J,v36,38
A,v35,63
B,v35,31
C,v35,56
D,v35,35
E,v35,52
F,v35,25
G,v35,26
H,v35,21
I,v35,29
J,v35,21
A,v34,19
B,v34,54
C,v34,27
D,v34,40
E,v34,34
F,v34,32
G,v34,19
H,v34,18
I,v34,18
J,v34,38
A,v33,19
B,v33,32
C,v33,18
D,v33,33
E,v33,33
F,v33,20
G,v33,48
H,v33,57
I,v33,37
J,v33,54
A,v32,27
B,v32,25
C,v32,39
D,v32,34
E,v32,53
F,v32,32
G,v32,26
H,v32,24
I,v32,29
J,v32,25
A,v31,27
B,v31,44
C,v31,32
D,v31,43
E,v31,31
F,v31,30
G,v31,21
H,v31,35
I,v31,31
J,v31,39
A,v30,25
B,v30,49
C,v30,70
D,v30,42
E,v30,52
F,v30,23
G,v30,44
H,v30,25
I,v30,28
J,v30,17
A,v29,36
B,v29,20
C,v29,27
D,v29,56
E,v29,43
F,v29,38
G,v29,21
H,v29,17
I,v29,32
J,v29,17
A,v28,65
B,v28,31
C,v28,49
D,v28,53
E,v28,34
F,v28,26
G,v28,29
H,v28,28
I,v28,47
J,v28,27
A,v27,26
B,v27,30
C,v27,44
D,v27,31
E,v27,50
F,v27,28
G,v27,37
H,v27,36
