group,variable,value
A,v40,57
B,v40,29
C,v40,28
D,v40,50
E,v40,39
F,v40,36
G,v40,47
H,v40,22
I,v40,16
J,v40,23
A,v39,36
B,v39,37
C,v39,17
D,v39,38
E,v39,24
F,v39,18
G,v39,37
H,v39,32
I,v39,20
J,v39,33
A,v38,13
B,v38,39
C,v38,27
D,v38,39
E,v38,24
F,v38,28
G,v38,72
H,v38,30
I,v38,48
J,v38,24
A,v37,20
B,v37,31
C,v37,26
D,v37,20
E,v37,26
F,v37,37
G,v37,27
H,v37,24
I,v37,52
J,v37,29
A,v36,38
B,v36,35
C,v36,32
D,v36,23
E,v36,36
F,v36,34
G,v36,30
H,v36,32
I,v36,26
J,v36,20
A,v35,27
B,v35,26
C,v35,24
D,v35,24
E,v35,24
F,v35,25
G,v35,26
H,v35,31
I,v35,28
J,v35,18
A,v34,29
B,v34,38
C,v34,40
D,v34,55
E,v34,28
F,v34,51
G,v34,30
H,v34,28
I,v34,53
J,v34,56
A,v33,26
B,v33,38
C,v33,30
D,v33,19
E,v33,47
F,v33,16
G,v33,18
H,v33,18
I,v33,28
J,v33,28
A,v32,23
B,v32,24
C,v32,30
D,v32,28
E,v32,31
F,v32,26
G,v32,32
H,v32,38
I,v32,46
J,v32,42
A,v31,28
B,v31,43
C,v31,23
D,v31,39
E,v31,37
F,v31,33
G,v31,36
H,v31,38
I,v31,37
J,v31,28
A,v30,23
B,v30,23
C,v30,25
D,v30,29
E,v30,22
F,v30,19
G,v30,16
