group,variable,value
A,v40,21
B,v40,33
C,v40,33
D,v40,30
E,v40,26
F,v40,27
G,v40,30
H,v40,33
I,v40,30
J,v40,29
A,v39,28
B,v39,31
C,v39,42
D,v39,24
E,v39,32
F,v39,28
G,v39,26
H,v39,23
I,v39,40
J,v39,27
A,v38,38
B,v38,35
C,v38,22
D,v38,22
E,v38,32
F,v38,39
G,v38,37
H,v38,22
I,v38,37
J,v38,55
A,v37,44
B,v37,34
C,v37,35
D,v37,26
E,v37,36
F,v37,38
G,v37,43
H,v37,32
I,v37,28
J,v37,40
A,v36,72
B,v36,25
C,v36,25
D,v36,36
E,v36,26
F,v36,30
G,v36,49
H,v36,22
I,v36,23
J,v36,27
A,v35,35
B,v35,24
C,v35,24
D,v35,27
E,v35,34
F,v35,42
G,v35,76
H,v35,24
I,v35,28
J,v35,28
A,v34,21
B,v34,30
C,v34,22
D,v34,26
E,v34,33
F,v34,29
G,v34,38
H,v34,51
I,v34,25
J,v34,33
A,v33,31
B,v33,58
C,v33,158
D,v33,38
E,v33,26
F,v33,37
G,v33,38
H,v33,23
I,v33,20
J,v33,32
A,v32,30
B,v32,21
C,v32,41
D,v32,74
E,v32,40
F,v32,32
G,v32,24
H,v32,42
I,v32,48
J,v32,37
A,v31,39
B,v31,25
C,v31,21
D,v31,34
E,v31,26
F,v31,27
G,v31,27
H,v31,26
I,v31,35
J,v31,40
A,v30,19
B,v30,38
C,v30,20
D,v30,40
E,v30,74
F,v30,24
G,v30,42
H,v30,30
I,v30,33
J,v30,44
A,v29,27
B,v29,40
C,v29,82
D,v29,40
E,v29,56
F,v29,22
G,v29,24
H,v29,34
I,v29,34
J,v29,43
A,v28,29
B,v28,21
C,v28,27
D,v28,25
E,v28,55
F,v28,36
G,v28,42
H,v28,32
I,v28,46
J,v28,33
A,v27,36
B,v27,61
C,v27,34
D,v27,25
E,v27,32
F,v27,24
G,v27,19
H,v27,17
I,v27,44
J,v27,51
A,v26,32
B,v26,47
C,v26,24
D,v26,25
E,v26,42
F,v26,36
G,v26,50
H,v26,26
I,v26,21
J,v26,47
