group,variable,value
A,v40,20
B,v40,30
C,v40,34
D,v40,31
E,v40,34
F,v40,30
G,v40,22
H,v40,32
I,v40,34
J,v40,22
A,v39,36
B,v39,34
C,v39,34
D,v39,24
E,v39,38
F,v39,30
G,v39,44
H,v39,37
I,v39,37
J,v39,17
A,v38,16
B,v38,19
C,v38,27
D,v38,33
E,v38,41
F,v38,51
G,v38,52
H,v38,29
I,v38,39
J,v38,20
A,v37,35
B,v37,58
C,v37,32
D,v37,25
E,v37,50
F,v37,79
G,v37,50
H,v37,20
I,v37,24
J,v37,40
A,v36,45
B,v36,41
C,v36,40
D,v36,28
E,v36,43
F,v36,20
G,v36,23
H,v36,30
I,v36,24
J,v36,30
A,v35,22
B,v35,28
C,v35,40
D,v35,25
E,v35,23
F,v35,27
G,v35,23
H,v35,29
I,v35,34
J,v35,30
A,v34,29
B,v34,26
C,v34,42
D,v34,32
E,v34,21
F,v34,41
G,v34,32
H,v34,25
I,v34,47
J,v34,32
A,v33,28
B,v33,27
C,v33,23
D,v33,34
E,v33,34
F,v33,23
G,v33,36
H,v33,20
I,v33,34
J,v33,21
A,v32,24
B,v32,31
C,v32,23
D,v32,34
E,v32,42
F,v32,33
G,v32,37
H,v32,46
I,v32,31
J,v32,27
A,v31,31
B,v31,23
C,v31,31
D,v31,48
E,v31,40
F,v31,34
G,v31,40
H,v31,23
I,v31,23
J,v31,32
A,v30,46
B,v30,20
C,v30,58
D,v30,29
E,v30,33
F,v30,34
G,v30,26
H,v30,30
I,v30,21
J,v30,34
A,v29,59
B,v29,23
C,v29,32
D,v29,74
E,v29,35
F,v29,39
G,v29,42
H,v29,25
I,v29,23
J,v29,30
A,v28,27
B,v28,56
C,v28,34
D,v28,29
E,v28,38
F,v28,34
G,v28,22
H,v28,28
I,v28,37
J,v28,30
A,v27,33
B,v27,25
C,v27,50
D,v27,58
E,v27,33
F,v27,29
G,v27,28
H,v27,43
I,v27,29
J,v27,38
A,v26,19
B,v26,26
