group,variable,value
A,v40,38
B,v40,31
C,v40,19
D,v40,38
E,v40,31
F,v40,34
G,v40,24
H,v40,26
I,v40,32
J,v40,21
A,v39,23
B,v39,49
C,v39,46
D,v39,60
E,v39,28
F,v39,58
G,v39,26
H,v39,27
I,v39,30
J,v39,19
A,v38,32
B,v38,35
C,v38,23
D,v38,35
E,v38,26
F,v38,25
G,v38,48
H,v38,21
I,v38,41
J,v38,42
A,v37,30
B,v37,26
C,v37,23
D,v37,25
E,v37,29
F,v37,31
G,v37,33
H,v37,28
I,v37,27
J,v37,33
A,v36,31
B,v36,78
C,v36,29
D,v36,40
E,v36,33
F,v36,37
G,v36,23
H,v36,25
I,v36,19
J,v36,42
A,v35,19
B,v35,31
C,v35,39
D,v35,40
E,v35,42
F,v35,23
G,v35,27
H,v35,20
I,v35,36
J,v35,35
A,v34,22
B,v34,31
C,v34,21
D,v34,33
E,v34,76
F,v34,51
G,v34,29
H,v34,70
I,v34,29
J,v34,31
A,v33,29
B,v33,24
C,v33,23
D,v33,31
E,v33,40
F,v33,27
G,v33,35
H,v33,26
I,v33,34
J,v33,30
A,v32,41
B,v32,42
C,v32,30
D,v32,32
E,v32,29
F,v32,56
G,v32,51
H,v32,29
I,v32,45
J,v32,27
A,v31,34
B,v31,50
C,v31,21
D,v31,42
E,v31,43
F,v31,36
G,v31,50
H,v31,37
I,v31,49
J,v31,41
A,v30,28
B,v30,31
C,v30,76
D,v30,37
E,v30,37
F,v30,40
G,v30,28
H,v30,22
I,v30,35
J,v30,54
A,v29,47
B,v29,23
C,v29,49
D,v29,31
E,v29,36
F,v29,37
G,v29,29
H,v29,20
I,v29,28
J,v29,29
A,v28,31
B,v28,32
C,v28,40
D,v28,33
E,v28,43
F,v28,28
G,v28,22
H,v28,28
