group,variable,value
A,v40,33
B,v40,29
C,v40,20
D,v40,28
E,v40,35
F,v40,17
G,v40,21
H,v40,25
I,v40,26
J,v40,29
A,v39,17
B,v39,33
C,v39,28
D,v39,46
E,v39,29
F,v39,38
G,v39,23
H,v39,30
I,v39,25
J,v39,28
A,v38,38
B,v38,34
C,v38,40
D,v38,30
E,v38,30
F,v38,33
G,v38,34
H,v38,47
I,v38,135
J,v38,38
A,v37,35
B,v37,34
C,v37,25
D,v37,14
E,v37,31
F,v37,50
G,v37,31
H,v37,27
I,v37,21
J,v37,20
A,v36,17
B,v36,30
C,v36,52
D,v36,36
E,v36,33
F,v36,42
G,v36,28
H,v36,21
I,v36,55
J,v36,28
A,v35,39
B,v35,32
C,v35,31
D,v35,32
E,v35,35
F,v35,30
G,v35,24
H,v35,24
I,v35,22
J,v35,18
A,v34,25
B,v34,27
C,v34,27
D,v34,28
E,v34,24
F,v34,30
G,v34,21
H,v34,23
I,v34,25
J,v34,23
A,v33,34
B,v33,32
C,v33,36
D,v33,34
E,v33,34
F,v33,29
G,v33,39
H,v33,45
I,v33,23
J,v33,30
A,v32,28
B,v32,29
C,v32,36
D,v32,20
E,v32,24
F,v32,24
G,v32,26
H,v32,35
I,v32,17
J,v32,40
A,v31,24
