group,variable,value
A,v40,37
B,v40,20
C,v40,36
D,v40,24
E,v40,29
F,v40,41
G,v40,38
H,v40,27
I,v40,27
J,v40,26
A,v39,23
B,v39,22
C,v39,32
D,v39,21
E,v39,24
F,v39,34
G,v39,52
H,v39,20
I,v39,24
J,v39,31
A,v38,22
B,v38,20
C,v38,21
D,v38,54
E,v38,29
F,v38,80
G,v38,25
H,v38,52
I,v38,33
J,v38,46
A,v37,32
B,v37,27
C,v37,16
D,v37,39
E,v37,37
F,v37,24
G,v37,32
H,v37,25
I,v37,25
J,v37,26
A,v36,24
B,v36,30
C,v36,39
D,v36,62
E,v36,23
F,v36,32
G,v36,26
H,v36,27
I,v36,53
J,v36,54
A,v35,43
B,v35,28
C,v35,25
D,v35,44
E,v35,71
F,v35,32
G,v35,24
H,v35,24
I,v35,28
J,v35,56
A,v34,38
B,v34,28
C,v34,32
D,v34,24
E,v34,36
F,v34,14
G,v34,39
H,v34,34
I,v34,24
J,v34,111
A,v33,38
B,v33,28
C,v33,21
D,v33,36
E,v33,48
F,v33,37
G,v33,52
H,v33,40
I,v33,30
J,v33,21
A,v32,54
B,v32,47
C,v32,39
D,v32,30
E,v32,52
F,v32,148
G,v32,33
H,v32,94
I,v32,25
J,v32,33
A,v31,40
B,v31,55
C,v31,33
D,v31,68
E,v31,34
F,v31,32
G,v31,30
H,v31,44
I,v31,25
J,v31,42
A,v30,56
B,v30,57
C,v30,24
D,v30,28
E,v30,30
F,v30,26
G,v30,39
H,v30,37
I,v30,33
J,v30,31
A,v29,29
B,v29,33
C,v29,48
D,v29,35
E,v29,26
F,v29,31
G,v29,21
H,v29,28
I,v29,127
J,v29,32
A,v28,35
B,v28,30
C,v28,22
D,v28,31
E,v28,69
F,v28,18
G,v28,18
H,v28,22
I,v28,27
J,v28,34
A,v27,52
B,v27,28
C,v27,50
D,v27,48
E,v27,21
F,v27,37
