group,variable,value
A,v40,40
B,v40,23
C,v40,31
D,v40,19
E,v40,33
F,v40,28
G,v40,20
H,v40,33
I,v40,18
J,v40,29
A,v39,80
B,v39,36
C,v39,23
D,v39,21
E,v39,26
F,v39,30
G,v39,43
H,v39,38
I,v39,41
J,v39,21
A,v38,24
B,v38,53
C,v38,23
D,v38,29
E,v38,23
F,v38,19
G,v38,36
H,v38,30
I,v38,37
J,v38,32
A,v37,34
B,v37,29
C,v37,36
D,v37,40
E,v37,23
F,v37,30
G,v37,49
H,v37,25
I,v37,19
J,v37,40
A,v36,25
B,v36,55
C,v36,26
D,v36,78
E,v36,45
F,v36,30
G,v36,26
H,v36,31
I,v36,35
J,v36,40
A,v35,43
B,v35,23
C,v35,41
D,v35,31
E,v35,48
F,v35,29
G,v35,34
H,v35,30
I,v35,31
J,v35,29
A,v34,39
B,v34,64
C,v34,45
D,v34,43
E,v34,30
F,v34,39
G,v34,19
H,v34,20
I,v34,28
J,v34,29
A,v33,35
B,v33,19
C,v33,36
D,v33,42
E,v33,53
F,v33,39
G,v33,43
H,v33,29
I,v33,24
J,v33,23
A,v32,26
B,v32,23
C,v32,38
D,v32,39
E,v32,34
F,v32,22
G,v32,38
H,v32,28
I,v32,32
J,v32,19
A,v31,25
B,v31,30
C,v31,37
D,v31,31
E,v31,26
F,v31,36
G,v31,24
H,v31,20
I,v31,16
J,v31,50
A,v30,22
B,v30,30
C,v30,40
D,v30,20
E,v30,29
F,v30,32
G,v30,34
H,v30,40
I,v30,50
J,v30,33
A,v29,25
B,v29,24
C,v29,74
D,v29,24
E,v29,56
F,v29,32
G,v29,47
H,v29,33
I,v29,29
J,v29,52
A,v28,17
B,v28,30
C,v28,32
D,v28,26
E,v28,38
F,v28,27
G,v28,20
H,v28,40
I,v28,30
J,v28,28
A,v27,32
B,v27,34
C,v27,21
D,v27,30
E,v27,45
F,v27,30
G,v27,56
H,v27,38
I,v27,42
J,v27,38
A,v26,26
B,v26,23
C,v26,24
D,v26,28
E,v26,32
F,v26,28
G,v26,57
H,v26,24
I,v26,70
J,v26,33
A,v25,39
B,v25,36
C,v25,37
D,v25,29
E,v25,103
F,v25,31
G,v25,40
H,v25,39
