group,variable,value
A,v40,36
B,v40,26
C,v40,52
D,v40,26
E,v40,31
F,v40,36
G,v40,27
H,v40,45
I,v40,30
J,v40,26
A,v39,40
B,v39,27
C,v39,32
D,v39,76
E,v39,32
F,v39,35
G,v39,23
H,v39,36
I,v39,22
J,v39,90
A,v38,40
B,v38,40
C,v38,30
D,v38,18
E,v38,24
F,v38,19
G,v38,33
H,v38,24
I,v38,33
J,v38,28
A,v37,31
B,v37,21
C,v37,21
D,v37,42
E,v37,23
F,v37,34
G,v37,40
H,v37,28
I,v37,24
J,v37,35
A,v36,44
B,v36,24
C,v36,34
D,v36,24
E,v36,27
F,v36,28
G,v36,28
H,v36,52
I,v36,26
J,v36,37
A,v35,28
B,v35,47
C,v35,19
D,v35,33
E,v35,29
F,v35,39
G,v35,34
H,v35,32
I,v35,18
J,v35,47
A,v34,28
B,v34,29
C,v34,35
D,v34,30
E,v34,24
F,v34,30
G,v34,23
H,v34,16
I,v34,58
J,v34,23
A,v33,19
B,v33,21
C,v33,36
D,v33,76
E,v33,24
F,v33,25
G,v33,34
H,v33,23
I,v33,28
J,v33,56
A,v32,42
B,v32,39
C,v32,28
D,v32,20
E,v32,26
F,v32,47
G,v32,49
H,v32,68
I,v32,38
J,v32,50
A,v31,40
B,v31,35
C,v31,75
D,v31,44
E,v31,143
F,v31,52
G,v31,76
H,v31,28
I,v31,43
J,v31,22
A,v30,30
B,v30,27
