group,variable,value
A,v40,48
B,v40,28
C,v40,30
D,v40,51
E,v40,45
F,v40,28
G,v40,31
H,v40,38
I,v40,27
J,v40,23
A,v39,27
B,v39,23
C,v39,36
D,v39,51
E,v39,49
F,v39,30
G,v39,113
H,v39,32
I,v39,24
J,v39,18
A,v38,16
B,v38,26
C,v38,23
D,v38,26
E,v38,78
F,v38,38
G,v38,22
H,v38,19
I,v38,23
J,v38,28
A,v37,32
B,v37,26
C,v37,16
D,v37,18
E,v37,36
F,v37,55
G,v37,31
H,v37,28
I,v37,70
J,v37,23
A,v36,21
B,v36,22
C,v36,24
D,v36,23
E,v36,22
F,v36,38
G,v36,26
H,v36,14
I,v36,24
J,v36,30
A,v35,43
B,v35,125
C,v35,76
D,v35,39
E,v35,22
F,v35,26
G,v35,22
H,v35,58
I,v35,18
J,v35,28
A,v34,21
B,v34,25
C,v34,32
D,v34,33
E,v34,28
F,v34,28
G,v34,27
H,v34,40
I,v34,39
J,v34,44
A,v33,38
B,v33,34
C,v33,20
D,v33,30
E,v33,31
F,v33,38
G,v33,44
H,v33,51
I,v33,57
J,v33,37
A,v32,28
B,v32,36
C,v32,26
D,v32,34
E,v32,24
F,v32,24
G,v32,22
H,v32,28
I,v32,26
J,v32,40
A,v31,31
B,v31,32
C,v31,32
D,v31,22
E,v31,39
F,v31,31
G,v31,52
H,v31,27
I,v31,20
J,v31,52
A,v30,24
B,v30,38
C,v30,50
D,v30,23
E,v30,24
F,v30,22
G,v30,32
H,v30,26
I,v30,38
J,v30,37
A,v29,51
B,v29,77
C,v29,31
D,v29,32
E,v29,25
F,v29,74
G,v29,25
H,v29,28
I,v29,33
J,v29,25
A,v28,40
B,v28,40
C,v28,26
D,v28,30
E,v28,45
F,v28,29
G,v28,27
H,v28,35
I,v28,33
J,v28,68
A,v27,21
B,v27,29
C,v27,56
D,v27,34
E,v27,31
F,v27,46
G,v27,61
H,v27,37
I,v27,66
J,v27,36
A,v26,41
B,v26,27
C,v26,37
D,v26,28
E,v26,92
