group,variable,value
A,v40,32
B,v40,25
C,v40,37
D,v40,50
E,v40,41
F,v40,29
G,v40,28
H,v40,34
I,v40,36
J,v40,26
A,v39,26
B,v39,159
C,v39,68
D,v39,41
E,v39,39
F,v39,32
G,v39,46
H,v39,49
I,v39,24
J,v39,27
A,v38,78
B,v38,36
C,v38,29
D,v38,43
E,v38,109
F,v38,148
G,v38,54
H,v38,24
I,v38,23
J,v38,31
A,v37,26
B,v37,33
C,v37,42
D,v37,41
E,v37,37
F,v37,22
G,v37,20
H,v37,29
I,v37,39
J,v37,37
A,v36,23
B,v36,34
C,v36,44
D,v36,42
E,v36,33
F,v36,34
G,v36,26
H,v36,28
I,v36,34
J,v36,39
A,v35,28
B,v35,22
C,v35,29
D,v35,26
E,v35,22
F,v35,42
G,v35,21
H,v35,24
I,v35,19
J,v35,23
A,v34,32
B,v34,40
C,v34,56
D,v34,28
E,v34,36
