group,variable,value
A,v40,25
B,v40,23
C,v40,28
D,v40,33
E,v40,32
F,v40,71
G,v40,43
H,v40,38
I,v40,37
J,v40,32
A,v39,52
B,v39,26
C,v39,28
D,v39,24
E,v39,25
F,v39,30
G,v39,26
H,v39,32
I,v39,32
J,v39,31
A,v38,50
B,v38,25
C,v38,36
D,v38,40
E,v38,54
F,v38,33
G,v38,24
H,v38,23
I,v38,50
J,v38,20
A,v37,28
B,v37,31
C,v37,31
D,v37,38
E,v37,21
F,v37,29
G,v37,38
H,v37,29
I,v37,34
J,v37,33
A,v36,43
B,v36,21
C,v36,27
D,v36,22
E,v36,41
F,v36,42
G,v36,30
H,v36,42
I,v36,23
J,v36,31
A,v35,33
B,v35,69
C,v35,37
D,v35,30
E,v35,23
F,v35,23
G,v35,23
H,v35,23
I,v35,18
J,v35,28
A,v34,22
B,v34,19
C,v34,26
D,v34,23
E,v34,41
F,v34,25
G,v34,49
H,v34,31
I,v34,29
J,v34,26
A,v33,22
B,v33,32
C,v33,21
D,v33,65
E,v33,24
F,v33,28
G,v33,38
H,v33,27
I,v33,31
J,v33,27
A,v32,37
B,v32,34
C,v32,28
D,v32,39
E,v32,35
F,v32,54
G,v32,26
H,v32,39
I,v32,18
J,v32,19
A,v31,26
B,v31,26
C,v31,25
D,v31,17
E,v31,24
F,v31,29
G,v31,62
H,v31,32
I,v31,26
J,v31,37
A,v30,21
B,v30,26
C,v30,44
D,v30,32
E,v30,48
F,v30,21
G,v30,19
H,v30,66
I,v30,30
J,v30,28
A,v29,58
B,v29,33
C,v29,25
D,v29,19
E,v29,34
F,v29,21
G,v29,34
H,v29,46
I,v29,39
J,v29,52
A,v28,33
B,v28,23
C,v28,52
D,v28,39
E,v28,36
F,v28,65
G,v28,22
H,v28,21
I,v28,27
J,v28,25
A,v27,28
B,v27,49
C,v27,33
D,v27,27
E,v27,37
F,v27,34
G,v27,37
H,v27,29
I,v27,53
J,v27,39
A,v26,26
B,v26,30
C,v26,47
D,v26,28
E,v26,31
F,v26,55
G,v26,36
H,v26,18
I,v26,29
