group,variable,value
A,v40,26
B,v40,32
C,v40,24
D,v40,49
E,v40,30
F,v40,38
G,v40,38
H,v40,30
I,v40,15
J,v40,26
A,v39,25
B,v39,24
C,v39,37
D,v39,45
E,v39,20
F,v39,15
G,v39,27
H,v39,24
I,v39,43
J,v39,30
A,v38,25
B,v38,25
C,v38,25
D,v38,31
E,v38,37
F,v38,33
G,v38,42
H,v38,24
I,v38,29
J,v38,30
A,v37,27
B,v37,26
C,v37,38
D,v37,25
E,v37,42
F,v37,30
G,v37,22
H,v37,18
I,v37,18
J,v37,29
A,v36,35
B,v36,54
C,v36,55
D,v36,28
E,v36,53
F,v36,36
G,v36,24
H,v36,39
I,v36,43
J,v36,43
A,v35,60
B,v35,20
C,v35,24
D,v35,29
E,v35,78
F,v35,52
G,v35,27
H,v35,24
I,v35,24
J,v35,30
A,v34,39
B,v34,40
C,v34,56
D,v34,20
E,v34,34
F,v34,36
G,v34,28
H,v34,33
I,v34,26
J,v34,34
A,v33,43
B,v33,32
C,v33,21
D,v33,31
E,v33,20
F,v33,21
G,v33,25
H,v33,22
I,v33,25
J,v33,22
A,v32,25
B,v32,34
C,v32,42
D,v32,22
E,v32,34
F,v32,34
G,v32,24
H,v32,40
I,v32,46
J,v32,23
A,v31,29
