group,variable,value
A,v40,33
B,v40,54
C,v40,47
D,v40,66
E,v40,53
F,v40,31
G,v40,25
H,v40,28
I,v40,40
J,v40,33
A,v39,42
B,v39,27
C,v39,39
D,v39,24
E,v39,36
F,v39,22
G,v39,39
H,v39,32
I,v39,25
J,v39,33
A,v38,46
B,v38,50
C,v38,39
D,v38,33
E,v38,37
F,v38,22
G,v38,28
H,v38,24
I,v38,28
J,v38,40
A,v37,43
B,v37,54
C,v37,42
D,v37,40
E,v37,34
F,v37,28
G,v37,23
H,v37,21
I,v37,25
J,v37,24
A,v36,73
B,v36,24
C,v36,54
D,v36,34
E,v36,29
F,v36,35
G,v36,29
H,v36,22
I,v36,29
J,v36,23
A,v35,19
B,v35,38
C,v35,25
D,v35,23
E,v35,20
F,v35,19
G,v35,26
H,v35,34
I,v35,49
J,v35,33
A,v34,25
B,v34,34
C,v34,28
D,v34,77
E,v34,25
F,v34,28
G,v34,28
H,v34,33
I,v34,28
J,v34,28
A,v33,30
B,v33,24
C,v33,24
D,v33,25
E,v33,28
F,v33,29
G,v33,28
H,v33,29
I,v33,27
J,v33,28
A,v32,23
B,v32,26
C,v32,18
D,v32,24
E,v32,34
F,v32,28
G,v32,22
H,v32,23
I,v32,18
J,v32,28
A,v31,24
B,v31,25
C,v31,30
D,v31,28
E,v31,22
F,v31,28
G,v31,23
H,v31,25
I,v31,22
J,v31,22
A,v30,36
B,v30,22
C,v30,33
D,v30,32
E,v30,21
F,v30,21
G,v30,20
H,v30,19
I,v30,42
J,v30,64
A,v29,26
B,v29,25
C,v29,25
D,v29,24
E,v29,55
F,v29,25
G,v29,43
H,v29,33
I,v29,72
J,v29,31
A,v28,36
B,v28,23
C,v28,13
D,v28,25
E,v28,27
F,v28,29
G,v28,27
H,v28,30
I,v28,20
J,v28,32
A,v27,40
B,v27,25
C,v27,26
D,v27,20
E,v27,27
F,v27,32
G,v27,30
H,v27,25
I,v27,25
J,v27,27
A,v26,36
B,v26,55
C,v26,31
D,v26,38
E,v26,38
F,v26,25
G,v26,42
H,v26,24
I,v26,29
J,v26,35
A,v25,33
B,v25,26
C,v25,50
D,v25,58
E,v25,26
F,v25,30
G,v25,24
H,v25,29
I,v25,21
J,v25,32
A,v24,32
B,v24,25
C,v24,53
D,v24,19
E,v24,28
F,v24,27
G,v24,46
H,v24,31
I,v24,40
J,v24,34
A,v23,26
B,v23,35
C,v23,26
D,v23,28
E,v23,30
F,v23,66
G,v23,37
H,v23,39
I,v23,19
J,v23,38
A,v22,34
