group,variable,value
A,v40,41
B,v40,20
C,v40,42
D,v40,28
E,v40,44
F,v40,27
G,v40,38
H,v40,20
I,v40,38
J,v40,25
A,v39,29
B,v39,32
C,v39,57
D,v39,58
E,v39,25
F,v39,26
G,v39,33
H,v39,46
I,v39,42
J,v39,37
A,v38,30
B,v38,34
C,v38,23
D,v38,33
E,v38,24
F,v38,32
G,v38,56
H,v38,20
I,v38,17
J,v38,34
A,v37,68
B,v37,39
C,v37,32
D,v37,23
E,v37,19
F,v37,21
G,v37,25
H,v37,32
I,v37,23
J,v37,26
A,v36,46
B,v36,52
C,v36,17
D,v36,25
E,v36,66
F,v36,35
G,v36,42
H,v36,22
I,v36,32
J,v36,55
A,v35,28
B,v35,56
C,v35,34
D,v35,31
E,v35,58
F,v35,46
G,v35,28
H,v35,31
I,v35,48
J,v35,38
A,v34,38
B,v34,28
C,v34,33
D,v34,31
E,v34,20
F,v34,20
G,v34,55
H,v34,27
I,v34,21
J,v34,35
A,v33,26
B,v33,20
C,v33,24
D,v33,28
E,v33,78
F,v33,42
G,v33,27
H,v33,24
I,v33,23
J,v33,34
A,v32,60
B,v32,34
C,v32,23
D,v32,36
E,v32,32
F,v32,38
G,v32,18
H,v32,31
I,v32,38
J,v32,21
A,v31,45
B,v31,30
C,v31,22
D,v31,29
E,v31,23
F,v31,39
G,v31,53
H,v31,112
I,v31,26
J,v31,82
A,v30,53
B,v30,26
C,v30,28
D,v30,24
E,v30,33
F,v30,22
G,v30,38
H,v30,57
I,v30,26
J,v30,49
A,v29,27
B,v29,26
C,v29,40
D,v29,23
E,v29,41
F,v29,39
G,v29,37
H,v29,33
I,v29,24
J,v29,42
A,v28,44
B,v28,37
C,v28,23
D,v28,26
E,v28,41
F,v28,22
G,v28,37
H,v28,39
I,v28,38
J,v28,35
A,v27,40
B,v27,24
C,v27,30
D,v27,38
E,v27,65
F,v27,36
G,v27,28
H,v27,46
I,v27,37
J,v27,64
A,v26,32
B,v26,32
C,v26,36
D,v26,34
E,v26,42
F,v26,30
G,v26,69
H,v26,33
