group,variable,value
A,v40,31
B,v40,38
C,v40,20
D,v40,29
E,v40,41
F,v40,37
G,v40,39
H,v40,37
I,v40,39
J,v40,29
A,v39,32
B,v39,32
C,v39,23
D,v39,33
E,v39,42
F,v39,29
G,v39,39
H,v39,24
I,v39,40
J,v39,51
A,v38,23
B,v38,28
C,v38,28
D,v38,52
E,v38,41
F,v38,31
G,v38,24
H,v38,36
I,v38,24
J,v38,28
A,v37,25
B,v37,33
C,v37,26
D,v37,45
E,v37,30
F,v37,25
G,v37,26
H,v37,32
I,v37,25
J,v37,35
A,v36,68
B,v36,25
C,v36,23
D,v36,38
E,v36,24
F,v36,50
G,v36,38
H,v36,25
I,v36,53
J,v36,45
A,v35,35
B,v35,36
C,v35,31
D,v35,47
E,v35,28
F,v35,28
G,v35,33
H,v35,70
I,v35,32
J,v35,19
A,v34,24
B,v34,23
C,v34,28
D,v34,28
E,v34,81
F,v34,45
G,v34,31
H,v34,40
I,v34,56
J,v34,46
A,v33,37
B,v33,24
C,v33,59
D,v33,162
E,v33,48
F,v33,48
G,v33,66
H,v33,26
I,v33,34
J,v33,28
A,v32,41
B,v32,37
C,v32,25
D,v32,26
E,v32,31
F,v32,22
G,v32,59
H,v32,22
I,v32,29
J,v32,22
A,v31,26
B,v31,32
C,v31,69
D,v31,29
E,v31,36
F,v31,51
G,v31,38
H,v31,55
I,v31,35
J,v31,25
A,v30,28
B,v30,25
C,v30,23
D,v30,24
E,v30,27
F,v30,17
G,v30,36
H,v30,33
I,v30,26
J,v30,24
A,v29,26
B,v29,37
C,v29,35
D,v29,26
E,v29,35
F,v29,33
G,v29,28
H,v29,31
I,v29,22
J,v29,28
A,v28,30
B,v28,30
C,v28,34
D,v28,16
E,v28,27
F,v28,38
G,v28,31
H,v28,26
I,v28,26
J,v28,20
A,v27,26
B,v27,25
C,v27,21
D,v27,32
E,v27,36
F,v27,32
G,v27,34
H,v27,30
I,v27,17
J,v27,33
A,v26,20
