group,variable,value
A,v40,36
B,v40,68
C,v40,32
D,v40,20
E,v40,24
F,v40,39
G,v40,36
H,v40,29
I,v40,32
J,v40,24
A,v39,24
B,v39,23
C,v39,25
D,v39,27
E,v39,34
F,v39,39
G,v39,32
H,v39,41
I,v39,29
J,v39,22
A,v38,21
B,v38,26
C,v38,23
D,v38,25
E,v38,33
F,v38,23
G,v38,39
H,v38,66
I,v38,42
J,v38,31
A,v37,39
B,v37,24
C,v37,32
D,v37,27
E,v37,32
F,v37,39
G,v37,76
H,v37,55
I,v37,41
J,v37,26
A,v36,42
B,v36,37
C,v36,38
D,v36,19
E,v36,26
F,v36,40
G,v36,33
H,v36,30
I,v36,28
J,v36,24
A,v35,23
B,v35,29
C,v35,48
D,v35,22
E,v35,32
F,v35,39
G,v35,31
H,v35,26
I,v35,25
J,v35,20
A,v34,22
B,v34,22
C,v34,39
D,v34,56
E,v34,29
F,v34,27
G,v34,30
H,v34,51
I,v34,64
J,v34,34
A,v33,52
B,v33,22
C,v33,17
D,v33,36
E,v33,24
F,v33,68
G,v33,29
H,v33,32
I,v33,24
J,v33,37
A,v32,37
B,v32,39
C,v32,24
D,v32,39
E,v32,32
F,v32,70
G,v32,22
H,v32,38
I,v32,29
J,v32,27
A,v31,24
B,v31,19
C,v31,32
D,v31,22
E,v31,37
F,v31,32
G,v31,25
H,v31,45
I,v31,20
J,v31,32
A,v30,25
B,v30,26
C,v30,22
D,v30,24
E,v30,26
F,v30,22
G,v30,25
H,v30,23
I,v30,32
J,v30,57
A,v29,21
B,v29,42
C,v29,53
D,v29,24
E,v29,22
F,v29,23
G,v29,40
H,v29,26
I,v29,26
J,v29,44
A,v28,19
