group,variable,value
A,v40,35
B,v40,36
C,v40,34
D,v40,36
E,v40,35
F,v40,21
G,v40,46
H,v40,24
I,v40,38
J,v40,80
A,v39,24
B,v39,24
C,v39,30
D,v39,19
E,v39,22
F,v39,42
G,v39,54
H,v39,38
I,v39,27
J,v39,18
A,v38,20
B,v38,30
C,v38,22
D,v38,42
E,v38,30
F,v38,50
G,v38,23
H,v38,25
I,v38,24
J,v38,35
A,v37,26
B,v37,24
C,v37,28
D,v37,31
E,v37,22
F,v37,30
G,v37,69
H,v37,47
I,v37,36
J,v37,30
A,v36,43
B,v36,34
C,v36,21
D,v36,18
E,v36,34
F,v36,32
G,v36,33
H,v36,30
I,v36,31
J,v36,27
A,v35,24
B,v35,27
C,v35,59
D,v35,24
E,v35,40
F,v35,26
G,v35,24
H,v35,18
I,v35,54
J,v35,29
A,v34,26
B,v34,28
C,v34,24
D,v34,25
E,v34,44
F,v34,25
G,v34,54
H,v34,31
I,v34,20
J,v34,51
A,v33,38
B,v33,22
C,v33,54
D,v33,26
E,v33,21
F,v33,36
G,v33,54
H,v33,41
I,v33,22
J,v33,32
A,v32,46
B,v32,28
C,v32,24
D,v32,84
E,v32,39
F,v32,23
G,v32,34
H,v32,40
