group,variable,value
A,v40,41
B,v40,46
C,v40,22
D,v40,18
E,v40,21
F,v40,26
G,v40,26
H,v40,26
I,v40,23
J,v40,28
A,v39,33
B,v39,32
C,v39,27
D,v39,29
E,v39,29
F,v39,26
G,v39,47
H,v39,27
I,v39,76
J,v39,30
A,v38,28
B,v38,35
C,v38,24
D,v38,22
E,v38,24
F,v38,150
G,v38,27
H,v38,30
I,v38,26
J,v38,31
A,v37,30
B,v37,31
C,v37,31
D,v37,21
E,v37,20
F,v37,54
G,v37,24
H,v37,35
I,v37,44
J,v37,143
A,v36,24
B,v36,41
C,v36,34
D,v36,29
E,v36,28
F,v36,34
G,v36,32
H,v36,31
I,v36,27
J,v36,19
A,v35,30
B,v35,35
C,v35,28
D,v35,43
E,v35,31
F,v35,26
G,v35,27
H,v35,27
I,v35,30
J,v35,24
A,v34,36
B,v34,60
C,v34,24
D,v34,33
E,v34,56
F,v34,53
G,v34,42
H,v34,77
I,v34,30
J,v34,20
A,v33,24
B,v33,28
C,v33,41
D,v33,34
E,v33,28
F,v33,18
G,v33,32
H,v33,23
I,v33,38
J,v33,24
A,v32,20
B,v32,23
C,v32,50
D,v32,67
E,v32,50
F,v32,38
G,v32,42
H,v32,34
I,v32,33
J,v32,21
A,v31,29
B,v31,55
C,v31,76
D,v31,68
E,v31,38
F,v31,31
G,v31,37
H,v31,38
I,v31,34
J,v31,62
A,v30,39
B,v30,27
C,v30,51
D,v30,30
E,v30,36
F,v30,45
G,v30,42
H,v30,78
I,v30,24
J,v30,25
A,v29,27
B,v29,22
C,v29,23
D,v29,20
