group,variable,value
A,v40,82
B,v40,18
C,v40,22
D,v40,41
E,v40,28
F,v40,35
G,v40,20
H,v40,20
I,v40,30
J,v40,25
A,v39,36
B,v39,26
C,v39,35
D,v39,30
E,v39,22
F,v39,44
G,v39,24
H,v39,33
I,v39,21
J,v39,34
A,v38,31
B,v38,33
C,v38,29
D,v38,32
E,v38,73
F,v38,41
G,v38,45
H,v38,32
I,v38,58
J,v38,27
A,v37,48
B,v37,46
C,v37,30
D,v37,28
E,v37,17
F,v37,24
G,v37,35
H,v37,32
I,v37,52
J,v37,24
A,v36,57
B,v36,30
C,v36,32
D,v36,45
E,v36,22
F,v36,33
G,v36,47
H,v36,38
I,v36,31
J,v36,28
A,v35,50
B,v35,30
C,v35,28
D,v35,33
E,v35,20
F,v35,38
G,v35,28
H,v35,48
I,v35,27
J,v35,47
A,v34,22
B,v34,21
C,v34,32
D,v34,22
E,v34,31
F,v34,28
G,v34,23
H,v34,19
I,v34,32
J,v34,37
A,v33,26
B,v33,19
C,v33,32
D,v33,19
E,v33,27
F,v33,27
G,v33,40
H,v33,20
