group,variable,value
A,v40,26
B,v40,17
C,v40,29
D,v40,30
E,v40,51
F,v40,33
G,v40,30
H,v40,40
I,v40,31
J,v40,23
A,v39,29
B,v39,24
C,v39,28
D,v39,22
E,v39,34
F,v39,16
G,v39,32
H,v39,40
I,v39,22
J,v39,28
A,v38,26
B,v38,22
C,v38,31
D,v38,53
E,v38,42
F,v38,46
G,v38,27
H,v38,23
I,v38,24
J,v38,31
A,v37,36
B,v37,25
C,v37,96
D,v37,36
E,v37,28
F,v37,34
G,v37,39
H,v37,32
I,v37,26
J,v37,52
A,v36,33
B,v36,27
C,v36,36
D,v36,52
E,v36,39
F,v36,50
G,v36,28
H,v36,25
I,v36,20
J,v36,32
A,v35,33
B,v35,32
C,v35,34
D,v35,27
E,v35,21
F,v35,33
G,v35,20
H,v35,30
I,v35,51
J,v35,38
A,v34,23
B,v34,32
C,v34,38
D,v34,25
E,v34,26
F,v34,26
G,v34,38
H,v34,24
I,v34,36
J,v34,57
A,v33,29
B,v33,27
C,v33,32
D,v33,24
E,v33,26
F,v33,32
G,v33,27
H,v33,18
I,v33,22
J,v33,34
A,v32,33
B,v32,33
C,v32,23
D,v32,40
E,v32,27
F,v32,39
G,v32,32
H,v32,37
I,v32,37
J,v32,21
A,v31,40
B,v31,50
C,v31,151
D,v31,32
E,v31,23
F,v31,17
G,v31,18
H,v31,28
I,v31,22
J,v31,23
A,v30,36
B,v30,26
C,v30,32
D,v30,19
E,v30,22
F,v30,22
G,v30,46
H,v30,24
I,v30,23
J,v30,21
A,v29,26
B,v29,17
C,v29,50
D,v29,35
E,v29,35
F,v29,28
G,v29,28
H,v29,38
I,v29,40
J,v29,52
A,v28,40
B,v28,24
C,v28,76
D,v28,19
E,v28,41
F,v28,38
G,v28,37
H,v28,23
I,v28,21
J,v28,26
A,v27,29
B,v27,38
C,v27,46
