group,variable,value
A,v40,33
B,v40,41
C,v40,28
D,v40,23
E,v40,31
F,v40,13
G,v40,55
H,v40,70
I,v40,35
J,v40,30
A,v39,26
B,v39,21
C,v39,21
D,v39,42
E,v39,25
F,v39,25
G,v39,25
H,v39,39
I,v39,22
J,v39,36
A,v38,62
B,v38,51
C,v38,38
D,v38,33
E,v38,35
F,v38,22
G,v38,15
H,v38,24
I,v38,32
J,v38,28
A,v37,29
B,v37,25
C,v37,40
D,v37,29
E,v37,30
F,v37,29
G,v37,33
H,v37,31
I,v37,27
J,v37,33
A,v36,22
B,v36,27
C,v36,65
D,v36,37
E,v36,21
F,v36,27
G,v36,43
H,v36,40
I,v36,27
J,v36,31
A,v35,20
B,v35,21
C,v35,29
D,v35,32
E,v35,33
F,v35,24
G,v35,22
H,v35,16
I,v35,30
J,v35,22
A,v34,20
B,v34,11
C,v34,26
D,v34,24
E,v34,33
F,v34,33
G,v34,25
H,v34,33
I,v34,18
J,v34,45
A,v33,37
B,v33,35
C,v33,33
D,v33,21
E,v33,46
F,v33,27
G,v33,38
H,v33,27
I,v33,20
J,v33,24
A,v32,28
B,v32,29
C,v32,31
D,v32,38
E,v32,48
F,v32,34
G,v32,37
H,v32,34
I,v32,26
J,v32,46
A,v31,31
B,v31,47
C,v31,29
D,v31,52
E,v31,31
F,v31,28
G,v31,23
H,v31,31
I,v31,44
J,v31,30
A,v30,18
B,v30,33
C,v30,33
D,v30,37
E,v30,40
F,v30,40
G,v30,27
H,v30,54
I,v30,33
J,v30,26
A,v29,35
B,v29,39
C,v29,25
D,v29,43
E,v29,34
F,v29,29
G,v29,30
H,v29,31
I,v29,29
J,v29,29
A,v28,80
B,v28,45
C,v28,38
D,v28,28
E,v28,35
F,v28,22
G,v28,44
H,v28,47
I,v28,22
J,v28,40
A,v27,27
B,v27,151
C,v27,32
D,v27,30
