group,variable,value
A,v40,44
B,v40,26
C,v40,36
D,v40,54
E,v40,38
F,v40,39
G,v40,30
H,v40,31
I,v40,51
J,v40,22
A,v39,53
B,v39,54
C,v39,25
D,v39,30
E,v39,27
F,v39,27
G,v39,38
H,v39,22
I,v39,40
J,v39,51
A,v38,27
B,v38,31
C,v38,30
D,v38,40
E,v38,76
F,v38,53
G,v38,42
H,v38,28
I,v38,33
J,v38,35
A,v37,24
B,v37,38
C,v37,19
D,v37,29
E,v37,36
F,v37,44
G,v37,49
H,v37,21
I,v37,42
J,v37,33
A,v36,33
B,v36,41
C,v36,28
D,v36,53
E,v36,35
F,v36,25
G,v36,41
H,v36,39
I,v36,25
J,v36,26
A,v35,27
B,v35,32
C,v35,33
D,v35,33
E,v35,21
F,v35,31
G,v35,27
H,v35,26
I,v35,37
J,v35,25
A,v34,16
B,v34,22
C,v34,42
D,v34,24
E,v34,28
F,v34,28
G,v34,22
H,v34,39
I,v34,21
J,v34,31
A,v33,46
B,v33,34
C,v33,65
D,v33,34
E,v33,23
F,v33,30
G,v33,37
H,v33,32
I,v33,76
J,v33,22
A,v32,33
B,v32,32
C,v32,19
D,v32,26
E,v32,28
F,v32,27
G,v32,52
H,v32,23
I,v32,30
J,v32,54
A,v31,38
B,v31,28
C,v31,42
D,v31,28
E,v31,12
F,v31,19
G,v31,24
H,v31,19
I,v31,31
J,v31,33
A,v30,38
B,v30,18
C,v30,46
D,v30,24
E,v30,32
F,v30,42
G,v30,38
H,v30,23
I,v30,40
J,v30,38
