group,variable,value
A,v40,34
B,v40,39
C,v40,29
D,v40,76
E,v40,37
F,v40,28
G,v40,29
H,v40,34
I,v40,17
J,v40,40
A,v39,43
B,v39,29
C,v39,26
D,v39,31
E,v39,24
F,v39,32
G,v39,29
H,v39,39
I,v39,35
J,v39,40
A,v38,28
B,v38,43
C,v38,32
D,v38,55
E,v38,25
F,v38,31
G,v38,43
H,v38,41
I,v38,34
J,v38,48
A,v37,29
B,v37,22
C,v37,42
D,v37,51
E,v37,31
F,v37,26
G,v37,33
H,v37,33
I,v37,30
J,v37,44
A,v36,34
B,v36,42
C,v36,22
D,v36,30
E,v36,44
F,v36,40
G,v36,39
H,v36,22
I,v36,22
J,v36,32
A,v35,34
B,v35,34
C,v35,20
D,v35,28
E,v35,27
F,v35,32
G,v35,35
H,v35,25
I,v35,114
J,v35,26
A,v34,23
B,v34,34
C,v34,32
D,v34,23
E,v34,23
F,v34,53
G,v34,40
H,v34,26
I,v34,28
J,v34,15
A,v33,38
B,v33,17
C,v33,21
D,v33,24
E,v33,26
F,v33,41
G,v33,34
H,v33,24
I,v33,21
J,v33,28
A,v32,54
B,v32,50
C,v32,58
D,v32,38
E,v32,29
F,v32,51
G,v32,40
H,v32,34
I,v32,24
J,v32,34
A,v31,40
B,v31,29
C,v31,25
D,v31,31
E,v31,25
F,v31,33
G,v31,20
H,v31,18
I,v31,34
J,v31,40
A,v30,60
B,v30,26
C,v30,35
D,v30,80
E,v30,20
F,v30,26
G,v30,37
H,v30,35
I,v30,35
J,v30,30
A,v29,35
B,v29,43
C,v29,30
D,v29,18
