group,variable,value
A,v40,64
B,v40,27
C,v40,24
D,v40,23
E,v40,18
F,v40,18
G,v40,20
H,v40,20
I,v40,22
J,v40,26
A,v39,22
B,v39,27
C,v39,23
D,v39,18
E,v39,20
F,v39,20
G,v39,59
H,v39,53
I,v39,23
J,v39,32
A,v38,51
B,v38,28
C,v38,32
D,v38,27
E,v38,29
F,v38,38
G,v38,29
H,v38,42
I,v38,21
J,v38,27
A,v37,16
B,v37,56
C,v37,58
D,v37,29
E,v37,26
F,v37,44
G,v37,28
H,v37,18
I,v37,22
J,v37,23
A,v36,22
B,v36,50
C,v36,34
D,v36,29
E,v36,26
F,v36,86
G,v36,32
H,v36,17
I,v36,40
J,v36,22
A,v35,20
B,v35,27
C,v35,62
D,v35,38
E,v35,21
F,v35,20
G,v35,40
H,v35,22
I,v35,21
J,v35,28
A,v34,30
B,v34,30
C,v34,27
D,v34,28
E,v34,30
F,v34,27
G,v34,20
H,v34,24
I,v34,43
J,v34,31
A,v33,35
B,v33,34
C,v33,25
D,v33,30
E,v33,38
F,v33,28
G,v33,51
H,v33,21
I,v33,26
J,v33,38
A,v32,24
B,v32,38
C,v32,28
D,v32,22
E,v32,30
F,v32,30
G,v32,72
H,v32,38
I,v32,29
J,v32,22
A,v31,28
B,v31,29
C,v31,26
D,v31,37
E,v31,28
F,v31,49
G,v31,38
H,v31,30
I,v31,22
J,v31,21
A,v30,57
B,v30,31
C,v30,39
D,v30,36
E,v30,36
F,v30,32
G,v30,24
H,v30,36
I,v30,36
J,v30,24
A,v29,30
B,v29,27
