group,variable,value
A,v40,23
B,v40,30
C,v40,31
D,v40,16
E,v40,24
F,v40,28
G,v40,32
H,v40,28
I,v40,30
J,v40,49
A,v39,25
B,v39,50
C,v39,65
D,v39,36
E,v39,28
F,v39,27
G,v39,21
H,v39,24
I,v39,60
J,v39,38
A,v38,30
B,v38,38
C,v38,36
D,v38,34
E,v38,39
F,v38,30
G,v38,35
H,v38,38
I,v38,28
J,v38,42
A,v37,56
B,v37,52
C,v37,37
D,v37,66
E,v37,20
F,v37,30
G,v37,36
H,v37,31
I,v37,39
J,v37,35
A,v36,24
B,v36,23
C,v36,33
D,v36,35
E,v36,36
F,v36,26
G,v36,40
H,v36,30
I,v36,48
J,v36,38
A,v35,30
B,v35,26
C,v35,30
D,v35,38
E,v35,21
F,v35,26
G,v35,34
H,v35,22
I,v35,22
J,v35,20
A,v34,14
B,v34,28
C,v34,32
D,v34,36
E,v34,27
F,v34,27
G,v34,42
H,v34,30
I,v34,41
J,v34,28
A,v33,40
B,v33,43
C,v33,26
D,v33,18
E,v33,49
F,v33,25
G,v33,19
H,v33,22
I,v33,30
J,v33,28
A,v32,31
B,v32,27
C,v32,30
D,v32,24
E,v32,16
F,v32,31
G,v32,34
H,v32,41
I,v32,17
J,v32,18
A,v31,29
B,v31,30
C,v31,21
D,v31,29
E,v31,17
F,v31,21
G,v31,37
H,v31,20
I,v31,24
J,v31,19
A,v30,25
B,v30,18
C,v30,27
D,v30,21
E,v30,22
F,v30,46
G,v30,17
H,v30,41
I,v30,25
J,v30,24
