group,variable,value
A,v40,25
B,v40,32
C,v40,45
D,v40,43
E,v40,53
F,v40,29
G,v40,36
H,v40,62
I,v40,33
J,v40,24
A,v39,23
B,v39,34
C,v39,28
D,v39,37
E,v39,41
F,v39,56
G,v39,76
H,v39,40
I,v39,43
J,v39,46
A,v38,53
B,v38,43
C,v38,38
D,v38,26
E,v38,22
F,v38,48
G,v38,30
H,v38,33
I,v38,34
J,v38,32
A,v37,42
B,v37,27
C,v37,72
D,v37,35
E,v37,36
F,v37,33
G,v37,41
H,v37,33
I,v37,27
J,v37,28
A,v36,45
B,v36,31
C,v36,28
D,v36,46
E,v36,151
F,v36,38
G,v36,37
H,v36,40
I,v36,20
J,v36,42
A,v35,40
B,v35,41
C,v35,28
D,v35,69
E,v35,38
F,v35,54
G,v35,53
H,v35,28
I,v35,25
J,v35,44
A,v34,19
B,v34,31
C,v34,50
D,v34,39
E,v34,35
F,v34,44
G,v34,51
H,v34,44
I,v34,45
J,v34,41
A,v33,36
B,v33,37
C,v33,49
D,v33,42
E,v33,39
F,v33,39
G,v33,34
H,v33,29
I,v33,34
J,v33,53
A,v32,87
B,v32,46
C,v32,36
D,v32,27
E,v32,22
F,v32,43
G,v32,22
H,v32,44
I,v32,44
J,v32,30
A,v31,35
B,v31,25
C,v31,32
D,v31,42
E,v31,28
F,v31,31
G,v31,22
H,v31,36
I,v31,28
J,v31,24
A,v30,33
B,v30,21
C,v30,74
D,v30,34
E,v30,51
F,v30,36
G,v30,36
H,v30,23
I,v30,62
J,v30,30
A,v29,41
B,v29,65
C,v29,128
D,v29,57
E,v29,29
F,v29,33
G,v29,39
H,v29,57
I,v29,135
J,v29,46
A,v28,41
B,v28,42
