group,variable,value
A,v40,29
B,v40,18
C,v40,31
D,v40,31
E,v40,31
F,v40,27
G,v40,22
H,v40,30
I,v40,26
J,v40,35
A,v39,27
B,v39,33
C,v39,38
D,v39,41
E,v39,34
F,v39,25
G,v39,29
H,v39,37
I,v39,31
J,v39,34
A,v38,30
B,v38,31
C,v38,26
D,v38,30
E,v38,23
F,v38,26
G,v38,29
H,v38,23
I,v38,57
J,v38,24
A,v37,23
B,v37,68
C,v37,24
D,v37,66
E,v37,29
F,v37,24
G,v37,28
H,v37,24
I,v37,34
J,v37,53
A,v36,33
B,v36,28
C,v36,32
D,v36,28
E,v36,32
F,v36,34
G,v36,69
H,v36,40
I,v36,27
J,v36,25
A,v35,36
B,v35,35
C,v35,41
D,v35,12
E,v35,25
F,v35,31
G,v35,44
H,v35,28
I,v35,28
J,v35,32
A,v34,34
B,v34,42
C,v34,32
D,v34,40
E,v34,37
F,v34,24
G,v34,27
H,v34,34
I,v34,68
J,v34,26
A,v33,31
B,v33,38
C,v33,36
D,v33,21
E,v33,21
F,v33,44
G,v33,25
H,v33,16
I,v33,25
J,v33,22
A,v32,46
B,v32,31
C,v32,34
D,v32,52
E,v32,30
F,v32,28
G,v32,30
H,v32,29
I,v32,28
J,v32,25
A,v31,26
B,v31,27
C,v31,46
D,v31,40
E,v31,52
F,v31,24
G,v31,31
H,v31,38
I,v31,78
J,v31,32
A,v30,72
B,v30,39
C,v30,28
D,v30,30
E,v30,24
F,v30,36
G,v30,51
H,v30,62
I,v30,22
J,v30,44
A,v29,18
B,v29,48
C,v29,29
D,v29,23
E,v29,33
F,v29,36
G,v29,36
H,v29,32
I,v29,38
J,v29,40
A,v28,42
B,v28,76
C,v28,32
D,v28,26
E,v28,38
F,v28,37
G,v28,32
H,v28,48
