group,variable,value
A,v40,33
B,v40,25
C,v40,31
D,v40,27
E,v40,32
F,v40,24
G,v40,23
H,v40,28
I,v40,40
J,v40,34
A,v39,21
B,v39,32
C,v39,32
D,v39,29
E,v39,26
F,v39,41
G,v39,88
H,v39,32
I,v39,41
J,v39,40
A,v38,38
B,v38,37
C,v38,38
D,v38,28
E,v38,23
F,v38,51
G,v38,33
H,v38,24
I,v38,30
J,v38,45
A,v37,30
B,v37,52
C,v37,37
D,v37,27
E,v37,34
F,v37,29
G,v37,38
H,v37,36
I,v37,22
J,v37,22
A,v36,38
B,v36,66
C,v36,34
D,v36,119
E,v36,27
F,v36,42
G,v36,54
H,v36,52
I,v36,14
J,v36,86
A,v35,72
B,v35,50
C,v35,32
D,v35,24
E,v35,51
F,v35,57
G,v35,27
H,v35,26
I,v35,51
J,v35,30
A,v34,32
B,v34,20
C,v34,20
D,v34,32
E,v34,41
F,v34,27
G,v34,27
H,v34,39
I,v34,29
J,v34,53
A,v33,60
B,v33,36
C,v33,27
D,v33,26
E,v33,24
F,v33,82
G,v33,22
H,v33,25
I,v33,24
J,v33,50
A,v32,41
B,v32,50
C,v32,40
D,v32,29
E,v32,51
F,v32,52
G,v32,74
H,v32,29
I,v32,37
J,v32,59
A,v31,33
B,v31,50
C,v31,35
D,v31,120
E,v31,42
F,v31,32
G,v31,23
H,v31,28
I,v31,41
J,v31,76
A,v30,32
B,v30,60
C,v30,41
D,v30,32
E,v30,47
F,v30,37
G,v30,29
H,v30,37
I,v30,49
J,v30,40
A,v29,22
B,v29,23
C,v29,62
D,v29,50
E,v29,36
F,v29,14
G,v29,26
H,v29,19
I,v29,46
J,v29,20
A,v28,22
B,v28,30
C,v28,35
D,v28,48
E,v28,35
F,v28,46
G,v28,80
H,v28,34
I,v28,47
J,v28,50
A,v27,22
B,v27,32
C,v27,30
D,v27,73
E,v27,25
