group,variable,value
A,v40,24
B,v40,145
C,v40,45
D,v40,27
E,v40,26
F,v40,30
G,v40,33
H,v40,28
I,v40,54
J,v40,36
A,v39,19
B,v39,31
C,v39,25
D,v39,26
E,v39,90
F,v39,24
G,v39,31
H,v39,32
I,v39,61
J,v39,22
A,v38,21
B,v38,30
C,v38,32
D,v38,20
E,v38,33
F,v38,58
G,v38,26
H,v38,27
I,v38,40
J,v38,35
A,v37,34
B,v37,39
C,v37,25
D,v37,50
E,v37,28
F,v37,27
G,v37,29
H,v37,53
I,v37,32
J,v37,38
A,v36,26
B,v36,27
C,v36,23
D,v36,29
E,v36,20
F,v36,23
G,v36,25
H,v36,25
I,v36,30
J,v36,28
A,v35,56
B,v35,41
C,v35,38
D,v35,16
E,v35,29
F,v35,43
G,v35,22
H,v35,21
I,v35,33
J,v35,20
A,v34,21
B,v34,41
C,v34,42
D,v34,44
E,v34,21
F,v34,44
G,v34,20
H,v34,34
I,v34,21
J,v34,36
A,v33,19
B,v33,22
C,v33,49
D,v33,39
E,v33,28
F,v33,37
G,v33,27
H,v33,29
I,v33,64
J,v33,35
A,v32,28
B,v32,31
C,v32,26
D,v32,33
E,v32,27
F,v32,30
G,v32,36
H,v32,20
I,v32,35
J,v32,37
A,v31,53
B,v31,33
C,v31,25
D,v31,53
E,v31,30
F,v31,33
G,v31,23
H,v31,29
I,v31,23
J,v31,39
A,v30,23
B,v30,38
C,v30,27
D,v30,42
E,v30,44
F,v30,24
G,v30,18
H,v30,25
I,v30,29
J,v30,22
A,v29,43
B,v29,29
C,v29,38
D,v29,41
E,v29,24
F,v29,37
G,v29,57
H,v29,36
I,v29,26
J,v29,32
A,v28,51
B,v28,47
C,v28,31
D,v28,45
E,v28,42
F,v28,32
G,v28,28
H,v28,37
I,v28,20
J,v28,26
A,v27,20
B,v27,36
C,v27,28
D,v27,35
E,v27,24
F,v27,27
G,v27,29
H,v27,26
I,v27,36
J,v27,74
A,v26,21
B,v26,27
C,v26,25
D,v26,67
E,v26,36
